province,year,effort_record,n_visits,n_observers,n_birding_days,effort_pc1,log_effort_record_z,log_effort_visits_z,log_effort_observers_z,log_effort_days_z,effort_pc1_z
Inner Mongolia,2021,670,167,69,105,0.0320500467369987,0.869860164295764,0.480001467133355,0.790419852358379,0.633186802014555,-0.0153321461990663
Jiangsu,2021,2547,1247,195,333,1.75089897364894,1.53614521255691,1.45608698229088,1.45069206185302,1.36918048948709,0.89134418296071
Jiangxi,2021,1856,400,112,192,0.838538438461098,1.37817644833052,0.903468126260349,1.09752309305825,1.0174721494683,0.41008274807677
Jilin,2021,519,136,27,109,-0.286379879086963,0.742554776564738,0.380713794021025,0.20282282769236,0.656940480700337,-0.183300879064605
Liaoning,2021,675,462,50,255,0.568194376588859,0.873567335534729,0.973445285177773,0.587346620502208,1.19862444790057,0.267478847413531
Ningxia,2021,266,78,34,53,-0.528158620227989,0.409695529123608,0.11274473057493,0.345919862579368,0.200674964254047,-0.310836846917496
Qinghai,2021,1260,541,87,192,0.665450627678045,1.18489800140178,1.05012653508133,0.937170902436174,1.0174721494683,0.318780587400539
Shaanxi,2021,751,148,64,94,0.0785150976332239,0.92677009764711,0.421583498968214,0.742896045310268,0.562927190599917,0.00917772265630748
Shandong,2021,150,369,117,201,1.28984897899067,0.125079504907947,0.864305414801117,1.12528837906759,1.04669991198852,0.648144731181717
Shanghai,2021,6033,2336,259,350,2.64376928380335,1.96663871414495,1.7614344925123,1.63189602486829,1.40101678451221,1.3623247110057
Shanxi,2021,413,145,36,100,-0.231795675892892,0.628720696362059,0.411683265177471,0.381555581749979,0.60220125786398,-0.154508235216012
Sichuan,2021,3016,1535,209,337,2.67904087106607,1.62051312401434,1.55715434555476,1.49493566772905,1.3768148177942,1.38093013511383
Tianjin,2021,554,424,55,189,0.336532829397465,0.775082326321784,0.931761497240723,0.64732281747137,1.00742584472446,0.145279602368578
Tibet,2021,1170,635,82,235,1.39325617680322,1.14792237381966,1.12797286421349,0.899658576048175,1.14645944128975,0.702691036591945
Xinjiang,2021,1878,496,80,182,0.663521467886104,1.3840575552777,1.00793746223573,0.884016875456354,0.98335367782553,0.317762974106472
Yunnan,2021,3871,661,93,262,1.76248411456164,1.74510596459253,1.14747526107357,0.979468291550004,1.21592388626089,0.897455233717449
Zhejiang,2021,817,2297,194,361,2.73604590233549,0.968778731010229,1.75324312601016,1.44741186068094,1.42080527197874,1.41099974256203
Anhui,2022,1749,392,54,235,1.14689913666978,1.3485415583899,0.893659336614878,0.635767947544173,1.14645944128975,0.572740059915856
Beijing,2022,17469,7814,430,365,8.10827163730194,2.49748911115343,2.34902147172945,1.95601485878934,1.42785233195007,4.24479731053561
Chongqing,2022,397,438,91,241,0.879919463547327,0.60903918642707,0.947537012266758,0.965676836763762,1.1625592660691,0.431910842061421
Fujian,2022,5468,1019,138,314,3.32778014849893,1.91754507924022,1.3578912775876,1.23032284803665,1.33162200937699,1.72313388405024
Gansu,2022,1059,364,45,208,0.461870864836022,1.09819215280667,0.857682935579839,0.521176846984752,1.06854597596868,0.211394214360508
Guangdong,2022,16096,3150,290,352,4.52310285493735,2.45661591203115,1.90689903000243,1.70413062023888,1.40466040797353,2.35365515131601
Guangxi,2022,2623,714,98,304,1.47955142900648,1.55082178294236,1.18496287228049,1.01270256384048,1.3109338925685,0.748210954757259
Guizhou,2022,643,324,44,204,0.671835824365298,0.849351503801933,0.801185419757835,0.507082259160046,1.05615378351061,0.322148717433795
Hainan,2022,2210,710,116,240,1.01497234205066,1.46530498515127,1.18223217948489,1.11983066160658,1.15990387509489,0.503149940627142
Hebei,2022,630,345,88,211,0.481590226524566,0.8391682524908,0.831662255054719,0.944417057849838,1.07768545613909,0.221795988588139
Heilongjiang,2022,476,55,21,53,-0.703119891459034,0.699454402255718,-0.0547422573216276,0.048170922878154,0.200674964254047,-0.403127240017889
Henan,2022,475,524,73,274,0.879737609392303,0.698406440334038,1.03461508164382,0.826055571528989,1.24453573972719,0.431814915738207
Hong Kong,2022,301,16,6,14,-0.948222922155274,0.471205095038553,-0.635009296152542,-0.68617715186566,-0.620757173535941,-0.532416738738906
Hubei,2022,5478,1714,108,338,2.32504423746164,1.91845730761304,1.61080891918058,1.07441147715948,1.37870928299472,1.19420030489657
Hunan,2022,8115,1374,93,348,1.70371146074829,2.11466076562688,1.50325812376058,0.979468291550004,1.39735234023242,0.866453222324742
Inner Mongolia,2022,698,131,51,84,-0.192218531888127,0.890274544017268,0.362617110714194,0.59979901042326,0.491600859775484,-0.133631671206785
Jiangsu,2022,5928,2128,203,347,2.65168335139342,1.957872772146,1.71606225803259,1.47634660006023,1.39551223565855,1.36649930578186
Jiangxi,2022,2579,423,121,187,0.785586244678077,1.54237747657298,0.93061486605277,1.14666628968139,1.00063979193921,0.38215097354531
Jilin,2022,318,45,18,36,-0.775731128656464,0.49855174220399,-0.150489953272941,-0.0458426497186698,-0.0417697753491267,-0.441428971465686
Liaoning,2022,1383,874,37,358,0.992467548454922,1.23137424598912,1.28325675388547,0.39865734006034,1.41546868636299,0.491278877774317
Ningxia,2022,283,46,16,32,-0.749336862337496,0.440518424058643,-0.14002192155932,-0.11716919486846,-0.115138388167173,-0.427506249042406
Qinghai,2022,1924,748,102,170,0.892011131680977,1.39613504669288,1.20757529929134,1.03810302996397,0.939860674265366,0.438289081070787
Shaanxi,2022,941,144,40,118,0.174823235296826,1.03925897542155,0.408337927512877,0.447385425266934,0.707372431128602,0.0599793419015355
Shandong,2022,145,476,67,257,0.718760908471782,0.108264661282749,0.987945136079939,0.771830784689561,1.20361494782572,0.346901249396926
Shanghai,2022,9405,2676,261,359,3.48180161069192,2.18832060638948,1.82754839864449,1.63681005604754,1.4172524872461,1.8043787286474
Shanxi,2022,402,74,19,64,-0.464251371635815,0.615273395644726,0.0874536022996381,-0.0129493920232701,0.319569602438347,-0.277126386007849
Sichuan,2022,4234,2032,201,349,3.31740757127814,1.78985412512647,1.69360392931571,1.47002853978235,1.39918717983608,1.7176624490153
Taiwan,2022,287,1,1,1,-1.22925168793231,0.447502505351891,-1.67667518925434,-1.48954639624731,-1.91286613097121,-0.680656718270324
Tianjin,2022,1003,380,36,224,0.27687554640689,1.07108879002913,0.878565267794611,0.381555581749979,1.11585043802387,0.113810957566432
Tibet,2022,678,225,39,109,0.807339785109261,0.875778499320713,0.624355843436974,0.43155059775574,0.656940480700337,0.393625757556613
Xinjiang,2022,2314,553,63,180,0.720984801574998,1.4882576696734,1.06078560440257,0.732953552647741,0.976306617854201,0.34807433168688
Yunnan,2022,6804,586,74,229,1.50792537731066,2.02668474255389,1.08894871834207,0.834663458234407,1.12994498349649,0.763177940447166
Zhejiang,2022,2136,4073,257,365,4.19084133581411,1.44830602461794,2.03194640228498,1.62694404712664,1.42785233195007,2.17839038559809
Anhui,2023,3380,877,226,320,2.04021069488621,1.67739378354096,1.28492273856102,1.54485433657942,1.343721915593,1.04395334208301
Beijing,2023,25923,11436,1001,365,10.1315619714114,2.69457604416668,2.53437811787361,2.49702590165931,1.42785233195007,5.31206356310302
Chongqing,2023,1980,734,147,290,1.31950013124021,1.41045441272042,1.19839116429138,1.270555561308,1.28080128900411,0.663785429707369
Fujian,2023,11034,2937,477,361,4.19298512712752,2.26807950028823,1.87283138535015,2.02238881914545,1.42080527197874,2.17952121496191
Gansu,2023,2369,932,158,302,1.51752236041097,1.49998262753295,1.31449666946321,1.31653001285267,1.3067149562724,0.768240257019705
Guangdong,2023,27868,7082,835,364,8.50768936916743,2.73070217479774,2.30115138630069,2.38087464896481,1.42609781374483,4.45548633460228
Guangxi,2023,4122,1735,309,359,3.06850371670496,1.77647031098636,1.61673286306262,1.7446908275279,1.4172524872461,1.58636805214031
Guizhou,2023,1465,517,146,240,1.06144169981597,1.2601169166713,1.02808149744867,1.26620789766567,1.15990387509489,0.527662081314665
Hainan,2023,3698,1165,263,297,1.90662129177256,1.72228117907654,1.42300626268353,1.64168671780684,1.29604456027247,0.973486212754005
Hebei,2023,2569,1394,341,355,2.55186838035789,1.540438236573,1.51028705044223,1.80768897080168,1.41008731768718,1.31384786555536
Heilongjiang,2023,1231,228,81,145,-0.00321444379063919,1.17327994304786,0.630774548067235,0.891885415045944,0.838502554717982,-0.0339338268474823
Henan,2023,957,1057,229,330,2.06723787739583,1.04766934134411,1.37569528270846,1.55327386142978,1.36339450132729,1.05820992172866
Hong Kong,2023,670,127,63,87,-0.197258422676814,0.869860164295764,0.347639168511248,0.732953552647741,0.513843875798028,-0.13629016527692
Hubei,2023,11963,3238,423,361,4.34384595787156,2.308442308093,1.9203063048123,1.94551416681904,1.42080527197874,2.2590988567729
Hunan,2023,8567,2106,239,353,2.95248934028846,2.14172419225863,1.7110063184699,1.58056640290542,1.40647448557363,1.52517158089019
Inner Mongolia,2023,1828,648,201,239,1.15614076427208,1.37058981144848,1.13782173140954,1.47002853978235,1.15723744296222,0.577614929870232
Jiangsu,2023,14424,5256,687,365,5.2589693245546,2.40185174143244,2.15603476530921,2.25592820109301,1.42785233195007,2.74181765878139
Jiangxi,2023,5423,1864,482,336,4.14556691058517,1.9134193024866,1.65162147657986,2.02906190673707,1.37491473935526,2.15450856036686
Jilin,2023,1378,504,126,236,0.694665791837436,1.22956695602353,1.01570999807706,1.17242388581263,1.14917097177358,0.334191306388756
Liaoning,2023,2432,727,168,276,1.1602753489554,1.51308322538547,1.19373328459155,1.3556444477568,1.24918268762664,0.579795883649578
Macao,2023,81,11,7,11,-1.02990940773042,-0.17980616771067,-0.804545738505096,-0.600546416689289,-0.76385377843825,-0.575505576695303
Ningxia,2023,578,135,63,93,-0.183081598715385,0.796222146367557,0.377147882730254,0.732953552647741,0.556141137814674,-0.128812026560223
Qinghai,2023,3215,1157,213,242,1.56732041408887,1.65240953515638,1.41965516707734,1.50703561030353,1.16520370694635,0.794508252886623
Shaanxi,2023,2591,798,223,290,1.92043558908519,1.54469466714587,1.23902969783675,1.53632279702939,1.28080128900411,0.980773122139253
Shandong,2023,937,1307,279,335,2.0238797872114,1.03713406297082,1.47894304560323,1.6794198319164,1.37300901431534,1.03533894486019
Shanghai,2023,18693,5792,732,365,5.70592225763832,2.53130408977658,2.20329269779369,2.29655755971916,1.42785233195007,2.97758104573803
Shanxi,2023,1404,391,134,199,0.616929072824101,1.238894235449,0.892419222022558,1.21159807453071,1.04031900358065,0.293185932424586
Sichuan,2023,10766,4401,615,365,5.54529413485586,2.25580232155065,2.06963682957006,2.18504013659683,1.42785233195007,2.89285125102252
Taiwan,2023,535,57,5,57,-0.536151769255071,0.757687864128783,-0.0376617428894902,-0.785030580876641,0.246499883125589,-0.315053156393467
Tianjin,2023,3515,1660,200,343,1.94009784186531,1.69694470627681,1.59523637385973,1.46684601250139,1.38809855766638,0.991144771965232
Tibet,2023,4453,1172,163,277,2.08877297431828,1.81503115814551,1.42591966428384,1.33638540482495,1.2514935946463,1.06956947888347
Xinjiang,2023,5750,1610,204,305,2.1641065292337,1.9426515673854,1.58035915482614,1.47948243971196,1.31303299756547,1.10930720682678
Yunnan,2023,16429,1802,251,329,3.1589793096176,2.46684068423159,1.63516507154362,1.6118544584337,1.36145417910876,1.63409305995002
Zhejiang,2023,6219,8683,778,365,8.08004208001485,1.98179897479754,2.40034251441154,2.33558916157458,1.42785233195007,4.22990648972284
Anhui,2024,3745,3083,665,364,4.23043314840892,1.7285860640712,1.89643771446388,2.23508720227033,1.42609781374483,2.19927468714793
Beijing,2024,29854,25948,2306,365,19.9572679742102,2.76507636831817,2.93315801551981,3.03181961710639,1.42785233195007,10.4950292737813
Chongqing,2024,3071,2467,424,358,3.03316487836624,1.62953437510793,1.7879815737983,1.9470248340216,1.41546868636299,1.56772715373437
Fujian,2024,10706,7816,1177,365,7.74714610982688,2.25301184950888,2.34914602257818,2.60079754939052,1.42785233195007,4.0543070571512
Gansu,2024,2153,1692,372,348,2.49801528160976,1.45226270457366,1.60452456914352,1.86333117075889,1.39735234023242,1.2854408722924
Guangdong,2024,27404,630,384,14,0.884338435518999,2.72231828556462,1.12413113381892,1.88363718170483,-0.620757173535941,0.434241807408756
Guangxi,2024,4808,3963,719,361,4.82176034923736,1.85332489021426,2.01862337134083,2.28508221827609,1.42080527197874,2.51119411612455
Guizhou,2024,1465,1306,343,347,2.40024405464152,1.2601169166713,1.47857077429316,1.811428211314,1.39551223565855,1.23386748746662
Hainan,2024,4039,2594,580,343,3.68279756848121,1.76631527406226,1.81240564991207,2.14752781020883,1.38809855766638,1.91040216929483
Hebei,2024,2996,2602,831,351,4.09047239074231,1.61719183692904,1.81390390338958,2.3777989695393,1.40284118404711,2.12544672937879
Heilongjiang,2024,1291,1089,213,334,1.35898943164919,1.19702547865349,1.39019899155061,1.50703561030353,1.37109760901354,0.684615657062036
Henan,2024,6436,5004,652,365,5.22036199334855,1.9989231536478,2.13212435162468,2.22244598459521,1.42785233195007,2.72145266172523
Hong Kong,2024,1131,763,276,269,1.66583714841023,1.13100821387838,1.21722686562987,1.67251192385207,1.23276887740544,0.846474885693484
Hubei,2024,12557,9287,1064,365,8.66033875803104,2.33263887575264,2.43307171202928,2.53612897555271,1.42785233195007,4.53600742367321
Hunan,2024,7811,6196,758,365,5.93855295365492,2.09559723561885,2.23610659847637,2.31890999170187,1.42785233195007,3.10029150749639
Inner Mongolia,2024,2611,2259,515,362,3.06644509498639,1.54853291565426,1.74512696642787,2.07144403690565,1.42257431035298,1.58528214892119
Jiangsu,2024,19199,14810,1741,365,12.456273057688,2.54464065901416,2.66020962572568,2.85167560380129,1.42785233195007,6.53832637251064
Jiangxi,2024,5326,4111,1082,355,5.6970805942682,1.90440830432498,2.03646544259743,2.54687690195965,1.41008731768718,2.9729171530814
Jilin,2024,1060,1184,298,315,1.68352981181941,1.09866301910502,1.43087385172655,1.7215222740973,1.33365458161424,0.8558075960101
Liaoning,2024,2563,2609,414,362,2.78177223547047,1.53927106734882,1.81521110271711,1.9317555904932,1.42257431035298,1.43511994488094
Macao,2024,108,52,36,46,-0.757261539340226,-0.0376758135689907,-0.0815423128300258,0.381555581749979,0.111642483690134,-0.43168644018202
Ningxia,2024,668,521,139,259,0.869104163216531,0.868369555211571,1.03182570602048,1.23491984213739,1.20856691068743,0.426205874830645
Qinghai,2024,2904,1837,402,275,2.44691475746395,1.60162278937269,1.64452326421822,1.91293924019541,1.24686342287806,1.25848583574134
Shaanxi,2024,3377,2663,584,356,3.79725786533526,1.67695050461935,1.82517891960298,2.1519276760516,1.41188612953702,1.97077887847579
Shandong,2024,5513,4343,773,364,4.85944407238712,1.92163704700899,2.0631809394978,2.33145986249731,1.42609781374483,2.53107191878629
Shanghai,2024,22830,6130,1021,153,5.79863344172624,2.63113320055103,2.23089481099051,2.50969979106938,0.872712052053455,3.02648530645855
Shanxi,2024,2463,2228,405,363,2.63119422686705,1.51940553317847,1.73840416579912,1.91769534059418,1.42433848204054,1.35569148903752
Sichuan,2024,11179,10072,1546,362,10.7302275208928,2.2745982768603,2.47256390628943,2.77554545618376,1.42257431035298,5.62785390063629
Taiwan,2024,473,301,40,211,0.757644574768755,0.696303895449229,0.7654592509347,0.447385425266934,1.07768545613909,0.36741201056414
Tianjin,2024,3648,3706,429,363,3.57902422722797,1.71548529748046,1.98599653617562,1.954525246201,1.42433848204054,1.85566272673011
Tibet,2024,3202,2040,322,324,3.29759723119877,1.65038691274897,1.69551554577059,1.77103454143919,1.35166351558974,1.70721268455878
Xinjiang,2024,1820,4084,472,357,4.18341181904349,1.36840086033824,2.03325886584672,2.01564556110243,1.41367990973875,2.17447138673347
Yunnan,2024,16889,5,5,5,-1.13730703840042,2.48062923670307,-1.14193146479936,-0.785030580876641,-1.20835243256279,-0.632156797178813
Zhejiang,2024,20702,14966,1824,361,12.4448697894764,2.58227611551386,2.6653095565518,2.88152459601977,1.42080527197874,6.53231125785999
