"species","species_cn","order","order_cn","family","family_cn","genus","genus_cn"
"Cecropis daurica","金腰燕","Passeriformes","雀形目","Hirundinidae","燕科","Cecropis",NA
"Cecropis striolata","斑腰燕","Passeriformes","雀形目","Hirundinidae","燕科","Cecropis",NA
"Delichon dasypus","烟腹毛脚燕","Passeriformes","雀形目","Hirundinidae","燕科","Delichon","毛脚燕属"
"Delichon nipalense","黑喉毛脚燕","Passeriformes","雀形目","Hirundinidae","燕科","Delichon","毛脚燕属"
"Delichon urbicum","毛脚燕","Passeriformes","雀形目","Hirundinidae","燕科","Delichon","毛脚燕属"
"Hirundo rustica","家燕","Passeriformes","雀形目","Hirundinidae","燕科","Hirundo","燕属"
"Hirundo smithii","线尾燕","Passeriformes","雀形目","Hirundinidae","燕科","Hirundo","燕属"
"Hirundo tahitica","洋燕","Passeriformes","雀形目","Hirundinidae","燕科","Hirundo","燕属"
"Petrochelidon fluvicola","黄额燕","Passeriformes","雀形目","Hirundinidae","燕科","Petrochelidon",NA
"Ptyonoprogne concolor","纯色岩燕","Passeriformes","雀形目","Hirundinidae","燕科","Ptyonoprogne","岩燕属"
"Ptyonoprogne rupestris","岩燕","Passeriformes","雀形目","Hirundinidae","燕科","Ptyonoprogne","岩燕属"
"Riparia chinensis","灰喉沙燕","Passeriformes","雀形目","Hirundinidae","燕科","Riparia","沙燕属"
"Riparia diluta","淡色崖沙燕","Passeriformes","雀形目","Hirundinidae","燕科","Riparia","沙燕属"
"Riparia riparia","崖沙燕","Passeriformes","雀形目","Hirundinidae","燕科","Riparia","沙燕属"
"Irena puella","和平鸟","Passeriformes","雀形目","Irenidae","和平鸟科","Irena","和平鸟属"
"Lanius borealis","灰伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius bucephalus","牛头伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius collurio","红背伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius collurioides","栗背伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius cristatus","红尾伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius excubitor","西灰伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius giganteus","青藏楔尾伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius isabellinus","荒漠伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius minor","黑额伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius phoenicuroides","棕尾伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius schach","棕背伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius sphenocercus","楔尾伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius tephronotus","灰背伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius tigrinus","虎纹伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Lanius vittatus","褐背伯劳","Passeriformes","雀形目","Laniidae","伯劳科","Lanius","伯劳属"
"Actinodura cyanouroptera","蓝翅希鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Actinodura","斑翅鹛属"
"Actinodura egertoni","栗额斑翅鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Actinodura","斑翅鹛属"
"Actinodura morrisoniana","台湾斑翅鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Actinodura","斑翅鹛属"
"Actinodura nipalensis","纹头斑翅鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Actinodura","斑翅鹛属"
"Actinodura ramsayi","白眶斑翅鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Actinodura","斑翅鹛属"
"Actinodura souliei","灰头斑翅鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Actinodura","斑翅鹛属"
"Actinodura strigula","斑喉希鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Actinodura","斑翅鹛属"
"Actinodura waldeni","纹胸斑翅鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Actinodura","斑翅鹛属"
"Cutia nipalensis","斑胁姬鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Cutia","姬鹛属"
"Garrulax canorus","画眉","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Garrulax","噪鹛属"
"Garrulax castanotis","栗颊噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Garrulax","噪鹛属"
"Garrulax leucolophus","白冠噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Garrulax","噪鹛属"
"Garrulax maesi","褐胸噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Garrulax","噪鹛属"
"Garrulax merulinus","斑胸噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Garrulax","噪鹛属"
"Garrulax monileger","小黑领噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Garrulax","噪鹛属"
"Garrulax owstoni","海南画眉","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Garrulax","噪鹛属"
"Garrulax strepitans","白颈噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Garrulax","噪鹛属"
"Garrulax taewanus","台湾画眉","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Garrulax","噪鹛属"
"Grammatoptila striata","条纹噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Grammatoptila",NA
"Heterophasia auricularis","白耳奇鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Heterophasia","奇鹛属"
"Heterophasia capistrata","黑顶奇鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Heterophasia","奇鹛属"
"Heterophasia desgodinsi","黑头奇鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Heterophasia","奇鹛属"
"Heterophasia gracilis","灰奇鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Heterophasia","奇鹛属"
"Heterophasia picaoides","长尾奇鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Heterophasia","奇鹛属"
"Heterophasia pulchella","丽色奇鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Heterophasia","奇鹛属"
"Ianthocincla bieti","白点噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Ianthocincla",NA
"Ianthocincla cineracea","灰翅噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Ianthocincla",NA
"Ianthocincla lunulata","斑背噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Ianthocincla",NA
"Ianthocincla maxima","大噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Ianthocincla",NA
"Ianthocincla ocellata","眼纹噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Ianthocincla",NA
"Ianthocincla rufogularis","棕颏噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Ianthocincla",NA
"Ianthocincla sukatschewi","黑额山噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Ianthocincla",NA
"Leioptila annectens","栗背奇鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Leioptila",NA
"Leiothrix argentauris","银耳相思鸟","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Leiothrix","相思鸟属"
"Leiothrix lutea","红嘴相思鸟","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Leiothrix","相思鸟属"
"Liocichla bugunorum","黑冠薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属"
"Liocichla omeiensis","灰胸薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属"
"Liocichla phoenicea","灰头薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属"
"Liocichla ripponi","红翅薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属"
"Liocichla steerii","黄痣薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属"
"Minla ignotincta","火尾希鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Minla","希鹛属"
"Pterorhinus albogularis","白喉噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus berthemyi","棕噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus caerulatus","灰胁噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus chinensis","黑喉噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus courtoisi","蓝冠噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus davidi","山噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus gularis","栗臀噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus koslowi","棕草鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus lanceolatus","矛纹草鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus pectoralis","黑领噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus perspicillatus","黑脸噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus poecilorhynchus","台湾棕噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus ruficeps","台湾白喉噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus ruficollis","栗颈噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus sannio","白颊噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Pterorhinus waddelli","大草鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA
"Trochalopteron affine","黑顶噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron chrysopterum","红顶噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron elliotii","橙翅噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron erythrocephalum","红头噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron formosum","红翅噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron henrici","灰腹噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron imbricatum","丽星噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron lineatum","细纹噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron melanostigma","银耳噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron milnei","红尾噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron morrisonianum","台湾噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron squamatum","蓝翅噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron subunicolor","纯色噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Trochalopteron Variegatum","杂色噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA
"Helopsaltes amnicola","库页岛蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA
"Helopsaltes certhiola","小蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA
"Helopsaltes fasciolatus","苍眉蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA
"Helopsaltes ochotensis","北蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA
"Helopsaltes pleskei","东亚蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA
"Helopsaltes pryeri","斑背大尾莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA
"Locustella alishanensis","台湾短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella chengi","四川短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella davidi","北短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella lanceolata","矛斑蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella luscinioides","鸲蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella luteoventris","棕褐短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella major","巨嘴短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella mandelli","高山短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella naevia","黑斑蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella tacsanowskia","中华短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Locustella thoracica","斑胸短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属"
"Megalurus palustris","沼泽大尾莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Megalurus","大尾莺属"
"Hypothymis azurea","黑枕王鹟","Passeriformes","雀形目","Monarchidae","王鹟科","Hypothymis","黑枕王鹟属"
"Terpsiphone affinis","东方寿带","Passeriformes","雀形目","Monarchidae","王鹟科","Terpsiphone","寿带属"
"Terpsiphone atrocaudata","紫寿带","Passeriformes","雀形目","Monarchidae","王鹟科","Terpsiphone","寿带属"
"Terpsiphone incei","寿带","Passeriformes","雀形目","Monarchidae","王鹟科","Terpsiphone","寿带属"
"Terpsiphone paradisi","印度寿带","Passeriformes","雀形目","Monarchidae","王鹟科","Terpsiphone","寿带属"
"Anthus campestris","平原鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus cervinus","红喉鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus godlewskii","布氏鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus gustavi","北鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus hodgsoni","树鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus pratensis","草地鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus richardi","田鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus roseatus","粉红胸鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus rubescens","黄腹鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus rufulus","东方田鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus spinoletta","水鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus sylvanus","山鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Anthus trivialis","林鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属"
"Dendronanthus indicus","山鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Dendronanthus","山鹡鸰属"
"Motacilla alba","白鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属"
"Motacilla cinerea","灰鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属"
"Motacilla citreola","黄头鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属"
"Motacilla flava","西黄鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属"
"Motacilla grandis","日本鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属"
"Motacilla tschutschensis","黄鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属"
"Anthipes monileger","白喉姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Anthipes",NA
"Brachypteryx cruralis","喜山蓝短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属"
"Brachypteryx goodfellowi","台湾蓝短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属"
"Brachypteryx hyperythra","锈腹短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属"
"Brachypteryx leucophris","白喉短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属"
"Brachypteryx sinensis","蓝短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属"
"Calliope calliope","红喉歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA
"Calliope obscura","黑喉歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA
"Calliope pectardens","金胸歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA
"Calliope pectoralis","黑胸歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA
"Calliope tschebaiewi","白须黑胸歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA
"Cercotrichas galactotes","棕薮鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Cercotrichas",NA
"Cinclidium frontale","蓝额地鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Cinclidium","地鸲属"
"Copsychus malabaricus","白腰鹊鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Copsychus","鹊鸲属"
"Copsychus saularis","鹊鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Copsychus","鹊鸲属"
"Cyanoptila cumatilis","白腹暗蓝鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyanoptila",NA
"Cyanoptila cyanomelana","白腹蓝鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyanoptila",NA
"Cyornis brunneatus","白喉林鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA
"Cyornis concretus","白尾蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA
"Cyornis glaucicomans","中华仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA
"Cyornis hainanus","海南蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA
"Cyornis poliogenys","灰颊仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA
"Cyornis rubeculoides","蓝喉仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA
"Cyornis unicolor","纯蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA
"Cyornis whitei","山蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA
"Enicurus immaculatus","黑背燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属"
"Enicurus leschenaulti","白额燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属"
"Enicurus maculatus","斑背燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属"
"Enicurus schistaceus","灰背燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属"
"Enicurus scouleri","小燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属"
"Erithacus rubecula","欧亚鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Erithacus","欧亚鸲属"
"Eumyias thalassinus","铜蓝鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Eumyias",NA
"Ficedula albicilla","红喉姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula elisae","绿背姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula erithacus","锈胸蓝姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula hodgsoni","侏蓝姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula hyperythra","棕胸蓝姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula hypoleuca","斑姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula mugimaki","鸲姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula narcissina","黄眉姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula owstoni","琉球姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula parva","红胸姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula ruficauda","栗尾姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula sapphira","玉头姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula strophiata","橙胸姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula superciliaris","白眉蓝姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula tricolor","灰蓝姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula westermanni","小斑姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Ficedula zanthopygia","白眉姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属"
"Heteroxenicus stellatus","栗背短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Heteroxenicus",NA
"Larvivora akahige","日本歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Larvivora",NA
"Larvivora brunnea","栗腹歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Larvivora",NA
"Larvivora cyane","蓝歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Larvivora",NA
"Larvivora komadori","琉球歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Larvivora",NA
"Larvivora ruficeps","棕头歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Larvivora",NA
"Larvivora sibilans","红尾歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Larvivora",NA
"Luscinia megarhynchos","新疆歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Luscinia","歌鸲属"
"Luscinia phaenicuroides","白腹短翅鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Luscinia","歌鸲属"
"Luscinia svecica","蓝喉歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Luscinia","歌鸲属"
"Monticola cinclorhyncha","蓝头矶鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Monticola","矶鸫属"
"Monticola gularis","白喉矶鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Monticola","矶鸫属"
"Monticola rufiventris","栗腹矶鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Monticola","矶鸫属"
"Monticola saxatilis","白背矶鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Monticola","矶鸫属"
"Monticola solitarius","蓝矶鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Monticola","矶鸫属"
"Muscicapa dauurica","北灰鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Muscicapa","鹟属"
"Muscicapa ferruginea","棕尾褐鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Muscicapa","鹟属"
"Muscicapa griseisticta","灰纹鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Muscicapa","鹟属"
"Muscicapa muttui","褐胸鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Muscicapa","鹟属"
"Muscicapa sibirica","乌鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Muscicapa","鹟属"
"Muscicapa striata","斑鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Muscicapa","鹟属"
"Myiomela leucura","白尾蓝地鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Myiomela",NA
"Myophonus caeruleus","紫啸鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Myophonus",NA
"Myophonus insularis","台湾紫啸鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Myophonus",NA
"Niltava davidi","棕腹大仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Niltava","仙鹟属"
"Niltava grandis","大仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Niltava","仙鹟属"
"Niltava macgrigoriae","小仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Niltava","仙鹟属"
"Niltava oatesi","棕腹蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Niltava","仙鹟属"
"Niltava sundara","棕腹仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Niltava","仙鹟属"
"Niltava vivida","台湾蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Niltava","仙鹟属"
"Oenanthe deserti","漠䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Oenanthe","䳭属"
"Oenanthe isabellina","沙䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Oenanthe","䳭属"
"Oenanthe oenanthe","穗䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Oenanthe","䳭属"
"Oenanthe picata","东方斑䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Oenanthe","䳭属"
"Oenanthe pleschanka","白顶䳭","Passeriformes","雀形目","Muscicapidae","鹟科","Oenanthe","䳭属"
"Phoenicurus alaschanicus","贺兰山红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus auroreus","北红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus coeruleocephala","蓝头红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus erythrogastrus","红腹红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus erythronotus","红背红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus frontalis","蓝额红尾鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
"Phoenicurus fuliginosus","红尾水鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Phoenicurus","红尾鸲属"
