species,order,mass,migration_av,habitat_av,trophic_level_av,trophic_niche_av,lifestyle_av,centroid_latitude,centroid_longitude,migration_cn,diet_cn,range_size_provinces,iucn_pool,log_mass,migration_class,iucn_group,risk_group,trophic_group,n_new_records,new_record
Butorides striata,Pelecaniformes,201.5,1,Wetland,Carnivore,Aquatic predator,Terrestrial,7.56,7.37,RSWP,食肉，食虫,26,LC,2.30427505047713,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Egretta novaehollandiae,Pelecaniformes,558.64,1,Wetland,Carnivore,Aquatic predator,Terrestrial,-29.89,144.63,V,NA,2,LC,2.74713202903296,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Egretta sacra,Pelecaniformes,502,2,Coastal,Carnivore,Aquatic predator,Terrestrial,-3.63,126.33,RP,食肉，食虫,9,LC,2.70070371714502,Partial migrant,LC,LC/NE,Carnivore,0,0
Gorsachius magnificus,Pelecaniformes,NA,NA,NA,NA,NA,NA,NA,NA,R,食肉，食虫,12,NA,NA,NA,Unknown,Unknown,Other,0,0
Gorsachius melanolophus,Pelecaniformes,412.34,2,Wetland,Carnivore,Omnivore,Terrestrial,16.76,106.63,R,食肉，食虫,6,LC,2.61525546659048,Partial migrant,LC,LC/NE,Carnivore,0,0
Ixobrychus flavicollis,Pelecaniformes,321,1,Wetland,Carnivore,Aquatic predator,Terrestrial,10.74,113.76,RSPV,食肉，食虫,21,LC,2.50650503240487,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Ixobrychus sinensis,Pelecaniformes,94.29,3,Wetland,Carnivore,Aquatic predator,Terrestrial,23.86,108.94,RSP,食肉，食虫,31,LC,1.97446563573724,Full migrant,LC,LC/NE,Carnivore,0,0
Nipponia nippon,Pelecaniformes,1900,1,Wetland,Carnivore,Aquatic predator,Terrestrial,33.28,107.6,R,食肉，食虫,1,EN,3.27875360095283,Resident/low mobility,Threatened,Threatened/DD,Carnivore,0,0
Nycticorax caledonicus,Pelecaniformes,856,2,Wetland,Carnivore,Aquatic predator,Terrestrial,-20.37,136.05,V,食肉，食虫,1,LC,2.93247376467715,Partial migrant,LC,LC/NE,Carnivore,0,0
Pelecanus philippensis,Pelecaniformes,5010.98,1,Wetland,Carnivore,Aquatic predator,Aquatic,18.03,82.88,WP,食肉,11,NT,3.69992266937449,Resident/low mobility,NT,NT,Carnivore,0,0
Platalea leucorodia,Pelecaniformes,1868,2,Wetland,Carnivore,Aquatic predator,Terrestrial,41.35,86.27,SWP,食肉，食虫,34,LC,3.27137687189407,Partial migrant,LC,LC/NE,Carnivore,0,0
Platalea minor,Pelecaniformes,1228,2,Coastal,Carnivore,Aquatic predator,Terrestrial,38.7,125.46,SWP,食肉，食虫,19,EN,3.08919836680515,Partial migrant,Threatened,Threatened/DD,Carnivore,0,0
Pseudibis davisoni,Pelecaniformes,1588,1,Wetland,Carnivore,Aquatic predator,Terrestrial,6.75,110.45,P,NA,1,CR,3.20085049809108,Resident/low mobility,Threatened,Threatened/DD,Carnivore,0,0
Threskiornis melanocephalus,Pelecaniformes,1303,1,Wetland,Carnivore,Aquatic predator,Terrestrial,24.71,86.63,SWP,杂食性,21,LC,3.11494441571258,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Phaethon aethereus,Phaethontiformes,749.99,3,Marine,Carnivore,Aquatic predator,Aerial,14.4,21.97,S,食肉,1,LC,2.87505547276,Full migrant,LC,LC/NE,Carnivore,0,0
Phaethon lepturus,Phaethontiformes,328.04,3,Marine,Carnivore,Aquatic predator,Aerial,-9,57.91,V,食肉,1,LC,2.5159268032242,Full migrant,LC,LC/NE,Carnivore,0,0
Phaethon rubricauda,Phaethontiformes,671.87,3,Marine,Carnivore,Aquatic predator,Aerial,-19.44,101.16,V,食肉,1,LC,2.82728524962474,Full migrant,LC,LC/NE,Carnivore,0,0
Blythipicus pyrrhotis,Piciformes,132,1,Forest,Carnivore,Invertivore,Insessorial,23.45,104.38,R,食虫,13,LC,2.12057393120585,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Chrysocolaptes guttacristatus,Piciformes,166,1,Woodland,Carnivore,Invertivore,Insessorial,17.65,96.62,NA,NA,NA,LC,2.22010808804005,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Chrysophlegma flavinucha,Piciformes,176.83,1,Forest,Carnivore,Invertivore,Insessorial,19.8,99.98,NA,NA,NA,LC,2.24755594692815,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dendrocopos atratus,Piciformes,46.73,1,Woodland,Carnivore,Invertivore,Insessorial,20.89,99.25,R,杂食性,1,LC,1.66959578102431,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dendrocopos darjellensis,Piciformes,70.66,1,Forest,Carnivore,Invertivore,Insessorial,26.9,96.19,R,食虫,3,LC,1.84917363309883,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dendrocopos leucopterus,Piciformes,67,1,Woodland,Carnivore,Invertivore,Insessorial,42.52,75.7,R,食虫,1,LC,1.82607480270083,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dendrocopos leucotos,Piciformes,116.8,1,Forest,Carnivore,Invertivore,Insessorial,52.06,81.1,R,食虫,13,LC,2.06744284277638,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dendrocopos macei,Piciformes,44.93,1,Forest,Carnivore,Invertivore,Insessorial,25.03,88.01,R,食虫,1,LC,1.65253641859303,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dendrocopos major,Piciformes,74.94,1,Woodland,Omnivore,Omnivore,Insessorial,51.97,75.61,R,食虫,24,LC,1.87471368875778,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Dinopium benghalense,Piciformes,100,1,Woodland,Carnivore,Invertivore,Insessorial,23.12,77.52,R,食虫，食果实，食花,1,LC,2,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dinopium javanense,Piciformes,72.76,1,Woodland,Carnivore,Invertivore,Insessorial,9.28,104.9,R,食虫,2,LC,1.86189269039145,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dinopium shorii,Piciformes,101,1,Forest,Carnivore,Invertivore,Insessorial,22.84,93.53,R,NA,1,LC,2.00432137378264,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dryobates cathpharius,Piciformes,30.74,1,Forest,Carnivore,Invertivore,Insessorial,27,93.48,NA,NA,NA,LC,1.48770386316373,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dryobates minor,Piciformes,19.8,1,Forest,Carnivore,Invertivore,Insessorial,54.79,69.33,NA,NA,NA,LC,1.29666519026153,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dryocopus javensis,Piciformes,271.4,1,Forest,Carnivore,Invertivore,Insessorial,10.17,104.65,R,食虫,4,LC,2.43360984332372,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Dryocopus martius,Piciformes,321,1,Forest,Carnivore,Invertivore,Insessorial,56.28,84.16,R,食虫,13,LC,2.50650503240487,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Gecinulus grantia,Piciformes,76.02,1,Forest,Carnivore,Invertivore,Insessorial,20.54,102.11,R,食虫,5,LC,1.88092786526708,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Jynx torquilla,Piciformes,34.96,3,Woodland,Carnivore,Invertivore,Terrestrial,53.28,69.7,SWP,食虫,34,LC,1.54357142396237,Full migrant,LC,LC/NE,Carnivore,0,0
Leiopicus auriceps,Piciformes,39.92,1,Forest,Carnivore,Invertivore,Insessorial,29.88,79.25,NA,NA,NA,LC,1.60119053261533,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Micropternus brachyurus,Piciformes,85.94,1,Forest,Carnivore,Invertivore,Insessorial,17.03,99.44,R,食虫,12,LC,1.93419534934788,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Mulleripicus pulverulentus,Piciformes,450.19,1,Forest,Carnivore,Invertivore,Insessorial,12.72,103.58,R,食蚂蚁，食虫,2,VU,2.6533958438563,Resident/low mobility,Threatened,Threatened/DD,Carnivore,0,0
Picoides canicapillus,Piciformes,25.76,1,Forest,Carnivore,Invertivore,Insessorial,27.99,112.03,NA,NA,NA,LC,1.41094585868777,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Picoides kizuki,Piciformes,19.19,1,Forest,Carnivore,Invertivore,Insessorial,42.98,132.31,NA,NA,NA,LC,1.28307497473547,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Picoides tridactylus,Piciformes,65.49,1,Forest,Carnivore,Invertivore,Insessorial,57.66,21.76,RW,食虫,9,LC,1.8161749904288,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Picus canus,Piciformes,137,1,Forest,Carnivore,Invertivore,Insessorial,51.73,71.12,R,食虫,31,LC,2.13672056715641,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Picus rabieri,Piciformes,111.4,1,Forest,Carnivore,Invertivore,Insessorial,18.35,106.06,R,杂食性,1,NT,2.04688519083771,Resident/low mobility,NT,NT,Carnivore,0,0
Picus squamatus,Piciformes,170,1,Forest,Carnivore,Invertivore,Insessorial,32.58,70.43,R,食肉,1,LC,2.23044892137827,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Picus vittatus,Piciformes,108.07,1,Forest,Carnivore,Invertivore,Insessorial,12.05,103.77,R,食蚂蚁，食虫,1,LC,2.03370515146785,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Picus xanthopygaeus,Piciformes,99.69,1,Woodland,Carnivore,Invertivore,Generalist,20.92,86.32,R,食虫,1,LC,1.99865159599837,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Psilopogon asiaticus,Piciformes,90.5,1,Forest,Herbivore,Frugivore,Insessorial,23.6,96.74,R,杂食性,1,LC,1.9566485792052,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Psilopogon duvaucelii,Piciformes,33.3,1,Forest,Herbivore,Frugivore,Insessorial,1.08,108.71,NA,NA,NA,LC,1.52244423350632,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Psilopogon franklinii,Piciformes,63.5,1,Forest,Herbivore,Frugivore,Insessorial,22.88,99.21,R,杂食性,3,LC,1.80277372529198,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Psilopogon haemacephalus,Piciformes,44.49,1,Woodland,Omnivore,Frugivore,Insessorial,17.86,90.69,R,杂食性,1,LC,1.64826240574804,Resident/low mobility,LC,LC/NE,Omnivore,0,0
Psilopogon lineatus,Piciformes,148.96,1,Forest,Herbivore,Frugivore,Insessorial,18.46,97.72,R,杂食性,1,LC,2.17306966363727,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Psilopogon nuchalis,Piciformes,87.69,1,Forest,Herbivore,Frugivore,Insessorial,23.76,121.1,R,杂食性,1,LC,1.9429500700771,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Podiceps cristatus,Podicipediformes,730.96,1,Wetland,Carnivore,Aquatic predator,Aquatic,44.79,63.48,SWP,食肉，食虫,33,LC,2.86389361190371,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Tachybaptus ruficollis,Podicipediformes,169.43,1,Wetland,Carnivore,Aquatic predator,Aquatic,16.91,47.36,R,食肉，食虫,34,LC,2.22899031084072,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Ardenna carneipes,Procellariiformes,609,3,Marine,Carnivore,Aquatic predator,Aerial,2.84,28.09,SV,NA,2,NT,2.78461729263288,Full migrant,NT,NT,Carnivore,0,0
Ardenna grisea,Procellariiformes,787,3,Marine,Carnivore,Aquatic predator,Generalist,-53.33,18.85,SV,食肉,2,NT,2.89597473235906,Full migrant,NT,NT,Carnivore,0,0
Ardenna tenuirostris,Procellariiformes,559,3,Marine,Carnivore,Aquatic predator,Generalist,0.74,4.17,V,食肉,6,LC,2.74741180788642,Full migrant,LC,LC/NE,Carnivore,0,0
Bulweria bulwerii,Procellariiformes,98.99,2,Marine,Carnivore,Aquatic predator,Aquatic,7.36,-4.13,SP,食肉,7,LC,1.99559132425235,Partial migrant,LC,LC/NE,Carnivore,0,0
Fulmarus glacialis,Procellariiformes,611.94,3,Marine,Carnivore,Aquatic predator,Aquatic,64.81,-12.35,V,食肉,1,LC,2.78670884216789,Full migrant,LC,LC/NE,Carnivore,0,0
Hydrobates leucorhous,Procellariiformes,36.71,3,Marine,Carnivore,Aquatic predator,Aerial,24.34,-41.1,V,食肉、废弃物品,2,VU,1.56478438450399,Full migrant,Threatened,Threatened/DD,Carnivore,0,0
Hydrobates monorhis,Procellariiformes,39.8,3,Marine,Carnivore,Aquatic predator,Aerial,13.58,95.46,S,食肉,9,NT,1.59988307207369,Full migrant,NT,NT,Carnivore,0,0
Hydrobates tristrami,Procellariiformes,89.05,3,Marine,Carnivore,Aquatic predator,Aerial,31.32,35.17,V,NA,1,LC,1.94963392379926,Full migrant,LC,LC/NE,Carnivore,0,0
Phoebastria albatrus,Procellariiformes,4411,2,Marine,Carnivore,Aquatic predator,Aquatic,34.87,-19.61,SP,食肉,3,VU,3.64453705777841,Partial migrant,Threatened,Threatened/DD,Carnivore,0,0
Phoebastria nigripes,Procellariiformes,3188.41,2,Marine,Carnivore,Aquatic predator,Aquatic,14.59,-17.36,S,食肉、废弃的食物和垃圾,5,NT,3.50357416256366,Partial migrant,NT,NT,Carnivore,0,0
Pseudobulweria rostrata,Procellariiformes,409,2,Marine,Carnivore,Aquatic predator,Aquatic,-8.04,-47.49,V,食肉,1,NT,2.61172330800734,Partial migrant,NT,NT,Carnivore,0,0
Pterodroma heraldica,Procellariiformes,394,2,Marine,Carnivore,Aquatic predator,Aerial,-12.02,-54.16,NA,NA,NA,LC,2.59549622182557,Partial migrant,LC,LC/NE,Carnivore,0,0
Pterodroma hypoleuca,Procellariiformes,176,2,Marine,Carnivore,Aquatic predator,Generalist,26.91,69.24,PV,食肉,2,LC,2.24551266781415,Partial migrant,LC,LC/NE,Carnivore,0,0
Pterodroma solandri,Procellariiformes,468.64,2,Marine,Carnivore,Aquatic predator,Aerial,13.28,57.96,NA,NA,NA,LC,2.67083935433752,Partial migrant,LC,LC/NE,Carnivore,0,0
Puffinus nativitatis,Procellariiformes,356,2,Marine,Carnivore,Aquatic predator,Generalist,2.39,-102.5,NA,NA,NA,LC,2.55144999797288,Partial migrant,LC,LC/NE,Carnivore,0,0
Loriculus vernalis,Psittaciformes,35.7,1,Forest,Herbivore,Frugivore,Insessorial,18.78,97.17,R,食果实、食种子,2,LC,1.55266821611219,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Psittacula alexandri,Psittaciformes,147,1,Forest,Herbivore,Omnivore,Insessorial,19.3,99.68,R,杂食性,4,NT,2.16731733474818,Resident/low mobility,NT,NT,Herbivore,0,0
Psittacula derbiana,Psittaciformes,251,1,Forest,Herbivore,Omnivore,Insessorial,28.04,97.99,R,食果实，食种子,4,LC,2.39967372148104,Resident/low mobility,LC,LC/NE,Herbivore,0,0
Psittacula eupatria,Psittaciformes,NA,NA,NA,NA,NA,NA,NA,NA,R,食果实，食种子，食花,1,NA,NA,NA,Unknown,Unknown,Other,0,0
Psittacula finschii,Psittaciformes,NA,NA,NA,NA,NA,NA,NA,NA,R,食果实、食种子、食虫,2,NA,NA,NA,Unknown,Unknown,Other,0,0
Psittacula himalayana,Psittaciformes,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,1,NA,NA,NA,Unknown,Unknown,Other,0,0
Psittacula krameri,Psittaciformes,NA,NA,NA,NA,NA,NA,NA,NA,R,食果实、食种子、食花,4,NA,NA,NA,Unknown,Unknown,Other,0,0
Psittacula roseata,Psittaciformes,NA,NA,NA,NA,NA,NA,NA,NA,R,杂食性,3,NA,NA,NA,Unknown,Unknown,Other,0,0
Psittinus cyanurus,Psittaciformes,60.5,1,Forest,Herbivore,Omnivore,Insessorial,1.09,108.22,R,杂食性,1,NT,1.78175537465247,Resident/low mobility,NT,NT,Herbivore,0,0
Pterocles orientalis,Pterocliformes,404.87,2,Grassland,Herbivore,Granivore,Terrestrial,39.56,55.06,S,杂食性,1,LC,2.6073155976695,Partial migrant,LC,LC/NE,Herbivore,0,0
Syrrhaptes tibetanus,Pterocliformes,343.66,2,Desert,Herbivore,Herbivore terrestrial,Terrestrial,33.28,87.56,RS,杂食性,4,LC,2.53612898575892,Partial migrant,LC,LC/NE,Herbivore,0,0
Aegolius funereus,Strigiformes,137.18,2,Forest,Carnivore,Vertivore,Insessorial,57.12,32.73,R,食肉，食虫,9,LC,2.13729079852247,Partial migrant,LC,LC/NE,Carnivore,0,0
Asio otus,Strigiformes,296.57,2,Forest,Carnivore,Vertivore,Aerial,50.73,26.52,RSW,食肉，食虫,33,LC,2.47212721717985,Partial migrant,LC,LC/NE,Carnivore,0,0
Athene brama,Strigiformes,112,1,Human Modified,Carnivore,Invertivore,Insessorial,21.94,82.93,R,食虫，食肉,1,LC,2.04921802267018,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Bubo blakistoni,Strigiformes,3850,1,Riverine,Carnivore,Aquatic predator,Insessorial,51.14,134.2,R,食肉,3,EN,3.5854607295085,Resident/low mobility,Threatened,Threatened/DD,Carnivore,0,0
Bubo bubo,Strigiformes,2668.51,1,Rock,Carnivore,Vertivore,Insessorial,49.31,80.8,RW,食肉,32,LC,3.42626883462197,Resident/low mobility,LC,LC/NE,Carnivore,0,0
Bubo scandiacus,Strigiformes,2028.76,3,Grassland,Carnivore,Vertivore,Insessorial,71.95,-28.4,W,食肉,6,VU,3.30723067352886,Full migrant,Threatened,Threatened/DD,Carnivore,0,0
Glaucidium brodiei,Strigiformes,59.39,1,Forest,Carnivore,Vertivore,Insessorial,23.41,103.36,R,食肉，食虫,21,LC,1.77371332527702,Resident/low mobility,LC,LC/NE,Carnivore,0,0
