species,order_occurrence,family_occurrence,longitude,latitude
Garrulax davidi,PASSERIFORMES,Sylviidae,100.11276,38.36383
Garrulax elliotii,PASSERIFORMES,Sylviidae,100.11276,38.36383
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.11276,38.36383
Parus superciliosus,PASSERIFORMES,Paridae,100.11276,38.36383
Sitta villosa,PASSERIFORMES,Sittidae,100.11276,38.36383
Alectoris chukar,GALLIFORMES,Phasianidae,100.8,38.4
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.8,38.4
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,100.8,38.4
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.1,38.4
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.1,38.4
Alectoris chukar,GALLIFORMES,Phasianidae,112.71667,38.4
Perdix dauuricae,GALLIFORMES,Phasianidae,112.71667,38.4
Phasianus colchicus,GALLIFORMES,Phasianidae,112.71667,38.4
Cygnus cygnus,ANSERIFORMES,Anatidae,106.30259,38.40287
Cygnus cygnus,ANSERIFORMES,Anatidae,106.30259,38.40287
Ciconia boyciana,CICONIIFORMES,Pelecanidae,117.48583000000001,38.4309
Alectoris chukar,GALLIFORMES,Phasianidae,77.21667,38.43333
Coturnix coturnix,GALLIFORMES,Phasianidae,77.21667,38.43333
Phasianus colchicus,GALLIFORMES,Phasianidae,77.21667,38.43333
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,77.21667,38.43333
Aythya nyroca,ANSERIFORMES,Anatidae,78.45884,38.44862
Crossoptilon auritum,GALLIFORMES,Phasianidae,106.26667,38.45
Limnodromus semipalmatus,CICONIIFORMES,Scolopacidae,117.02248,38.48058
Alectoris chukar,GALLIFORMES,Phasianidae,112.95,38.48333
Perdix dauuricae,GALLIFORMES,Phasianidae,112.95,38.48333
Phasianus colchicus,GALLIFORMES,Phasianidae,112.95,38.48333
Alectoris chukar,GALLIFORMES,Phasianidae,106.1,38.5
Coturnix japonica,GALLIFORMES,Phasianidae,106.1,38.5
Crossoptilon auritum,GALLIFORMES,Phasianidae,106.1,38.5
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.7,38.5
Cygnus cygnus,ANSERIFORMES,Anatidae,106.4774,38.50787
Cygnus cygnus,ANSERIFORMES,Anatidae,106.4774,38.50787
Phasianus colchicus,GALLIFORMES,Phasianidae,112.40833,38.55
Phasianus colchicus,GALLIFORMES,Phasianidae,112.475,38.55
Aquila heliaca,FALCONIFORMES,Accipitridae,100.26919,38.56356
Anas formosa,ANSERIFORMES,Anatidae,115.57244,38.56688
Anser cygnoides,ANSERIFORMES,Anatidae,115.57244,38.56688
Aythya baeri,ANSERIFORMES,Anatidae,115.57244,38.56688
Aythya nyroca,ANSERIFORMES,Anatidae,115.57244,38.56688
Bradypterus major,PASSERIFORMES,Sylviidae,76.09769,38.57371
Phasianus colchicus,GALLIFORMES,Phasianidae,103,38.6
Aquila heliaca,FALCONIFORMES,Accipitridae,102.76991,38.61953
Larus relictus,CICONIIFORMES,Laridae,105.85681,38.65132
Saxicola insignis,PASSERIFORMES,Muscicapidae,105.85681,38.65132
Alectoris chukar,GALLIFORMES,Phasianidae,111.95833,38.66667
Coturnix japonica,GALLIFORMES,Phasianidae,111.95833,38.66667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.95833,38.66667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.95833,38.66667
Perdix dauuricae,GALLIFORMES,Phasianidae,111.95833,38.66667
Phasianus colchicus,GALLIFORMES,Phasianidae,111.95833,38.66667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.96667,38.675
Aythya nyroca,ANSERIFORMES,Anatidae,106.65909,38.6827
Pelecanus philippensis,CICONIIFORMES,Pelecanidae,106.65909,38.68271
Anas formosa,ANSERIFORMES,Anatidae,106.6591,38.68271
Anser cygnoides,ANSERIFORMES,Anatidae,106.6591,38.68271
Aythya baeri,ANSERIFORMES,Anatidae,106.6591,38.68271
Cygnus cygnus,ANSERIFORMES,Anatidae,106.6591,38.68271
Cygnus cygnus,ANSERIFORMES,Anatidae,106.6591,38.68271
Otis tarda,GRUIFORMES,Otidae,106.6591,38.68271
Otis tetrax,GRUIFORMES,Otidae,106.6591,38.68271
Alectoris chukar,GALLIFORMES,Phasianidae,74.48333,38.7
Alectoris chukar,GALLIFORMES,Phasianidae,111.5,38.7
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.5,38.7
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.5,38.7
Phasianus colchicus,GALLIFORMES,Phasianidae,111.5,38.7
Anser cygnoides,ANSERIFORMES,Anatidae,106.5283,38.70976
Alectoris chukar,GALLIFORMES,Phasianidae,112.7,38.71667
Perdix dauuricae,GALLIFORMES,Phasianidae,112.7,38.71667
Phasianus colchicus,GALLIFORMES,Phasianidae,112.7,38.71667
Alectoris chukar,GALLIFORMES,Phasianidae,113.25,38.71667
Perdix dauuricae,GALLIFORMES,Phasianidae,113.25,38.71667
Phasianus colchicus,GALLIFORMES,Phasianidae,113.25,38.71667
Coturnix japonica,GALLIFORMES,Phasianidae,117.41667,38.71667
Crossoptilon auritum,GALLIFORMES,Phasianidae,105.89607,38.7636
Podoces hendersoni,PASSERIFORMES,Corvidae,105.89607,38.7636
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,105.89607,38.7636
Sitta villosa,PASSERIFORMES,Sittidae,105.89607,38.7636
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,87.31088,38.77272
Crossoptilon auritum,GALLIFORMES,Phasianidae,105.61667,38.8
Crossoptilon auritum,GALLIFORMES,Phasianidae,105.9,38.8
Alectoris chukar,GALLIFORMES,Phasianidae,110.4,38.8
Coturnix coturnix,GALLIFORMES,Phasianidae,110.4,38.8
Phasianus colchicus,GALLIFORMES,Phasianidae,110.4,38.8
Perdix dauuricae,GALLIFORMES,Phasianidae,121.21667,38.81667
Alectoris chukar,GALLIFORMES,Phasianidae,105.68333,38.83333
Crossoptilon auritum,GALLIFORMES,Phasianidae,105.68333,38.83333
Phasianus colchicus,GALLIFORMES,Phasianidae,105.68333,38.83333
Anser cygnoides,ANSERIFORMES,Anatidae,106.60181,38.84136
Cygnus cygnus,ANSERIFORMES,Anatidae,106.60181,38.84136
Cygnus cygnus,ANSERIFORMES,Anatidae,106.60181,38.84136
Cygnus cygnus,ANSERIFORMES,Anatidae,86.33225,38.85005
Cygnus cygnus,ANSERIFORMES,Anatidae,86.33225,38.85005
Crossoptilon auritum,GALLIFORMES,Phasianidae,106.21667,38.85833
Crossoptilon auritum,GALLIFORMES,Phasianidae,106.21667,38.85833
Aythya nyroca,ANSERIFORMES,Anatidae,89.20173,38.86416
Parus venustulus,PASSERIFORMES,Paridae,121.48225,38.88868
Sitta villosa,PASSERIFORMES,Sittidae,121.48225,38.88868
Alectoris chukar,GALLIFORMES,Phasianidae,100.4,38.9
Crossoptilon auritum,GALLIFORMES,Phasianidae,100.4,38.9
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.4,38.9
Phasianus colchicus,GALLIFORMES,Phasianidae,100.4,38.9
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,100.4,38.9
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,102.09167,38.9
Alectoris chukar,GALLIFORMES,Phasianidae,106.53333,38.9
Perdix dauuricae,GALLIFORMES,Phasianidae,106.53333,38.9
Alectoris chukar,GALLIFORMES,Phasianidae,111.8,38.9
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.8,38.9
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,111.8,38.9
Perdix dauuricae,GALLIFORMES,Phasianidae,111.8,38.9
Phasianus colchicus,GALLIFORMES,Phasianidae,111.8,38.9
Coturnix japonica,GALLIFORMES,Phasianidae,113.3,38.9
Cygnus columbianus,ANSERIFORMES,Anatidae,121.60483,38.903
Perdix dauuricae,GALLIFORMES,Phasianidae,112.70833,38.91667
Coturnix japonica,GALLIFORMES,Phasianidae,121.6,38.91667
Perdix dauuricae,GALLIFORMES,Phasianidae,121.6,38.91667
Phasianus colchicus,GALLIFORMES,Phasianidae,121.6,38.91667
Phasianus colchicus,GALLIFORMES,Phasianidae,77.63333,38.93333
Alectoris chukar,GALLIFORMES,Phasianidae,76.15,38.95
Aquila clanga,FALCONIFORMES,Accipitridae,121.51303,38.97884
Aquila heliaca,FALCONIFORMES,Accipitridae,121.51303,38.97884
Aegypius monachus,FALCONIFORMES,Accipitridae,121.51303,38.97885
Anser cygnoides,ANSERIFORMES,Anatidae,121.51303,38.97885
Cygnus cygnus,ANSERIFORMES,Anatidae,121.51303,38.97885
Cygnus cygnus,ANSERIFORMES,Anatidae,121.51303,38.97885
Cygnus olor,ANSERIFORMES,Anatidae,121.51303,38.97885
Grus japonensis,GRUIFORMES,Gruidae,121.51303,38.97885
Phalacrocorax capillatus,CICONIIFORMES,Phalacrocoracidae,121.51303,38.97885
Porzana paykullii,GRUIFORMES,Rallidae,121.51303,38.97885
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,112.1,39
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,112.1,39
Alectoris chukar,GALLIFORMES,Phasianidae,112.2,39
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,112.2,39
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,112.2,39
Cygnus cygnus,ANSERIFORMES,Anatidae,88.10768,39.00573
Cygnus cygnus,ANSERIFORMES,Anatidae,88.10768,39.00573
Anas formosa,ANSERIFORMES,Anatidae,117.39797,39.01006
Aythya baeri,ANSERIFORMES,Anatidae,117.39797,39.01006
Larus relictus,CICONIIFORMES,Laridae,117.39797,39.01006
Limnodromus semipalmatus,CICONIIFORMES,Scolopacidae,117.39797,39.01006
Alectoris chukar,GALLIFORMES,Phasianidae,111.05,39.01667
Cygnus columbianus,ANSERIFORMES,Anatidae,117.12494,39.02805
Cygnus cygnus,ANSERIFORMES,Anatidae,117.12494,39.02805
Cygnus cygnus,ANSERIFORMES,Anatidae,117.12494,39.02805
Cygnus olor,ANSERIFORMES,Anatidae,117.12494,39.02805
Emberiza yessoensis,PASSERIFORMES,Fringillidae,117.12494,39.02805
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,100.8,39.03333
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,100.8,39.03333
Garrulax elliotii,PASSERIFORMES,Sylviidae,99.12745,39.0616
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.12745,39.0616
Parus superciliosus,PASSERIFORMES,Paridae,99.12745,39.0616
Urocynchramus pylzowi,PASSERIFORMES,Fringillidae,99.12745,39.0616
Alectoris chukar,GALLIFORMES,Phasianidae,112.95,39.06667
Perdix dauuricae,GALLIFORMES,Phasianidae,112.95,39.06667
Phasianus colchicus,GALLIFORMES,Phasianidae,112.95,39.06667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,113.43333,39.08333
Bradypterus major,PASSERIFORMES,Sylviidae,75.55324,39.09514
Alectoris chukar,GALLIFORMES,Phasianidae,101.7,39.1
Cygnus cygnus,ANSERIFORMES,Anatidae,109.35233,39.11412
Cygnus cygnus,ANSERIFORMES,Anatidae,109.35233,39.11412
Aquila heliaca,FALCONIFORMES,Accipitridae,98.78381,39.12645
Alectoris chukar,GALLIFORMES,Phasianidae,75.91667,39.15
Crex crex,GRUIFORMES,Rallidae,76.65471,39.18147
Oxyura leucocephala,ANSERIFORMES,Anatidae,76.65471,39.18147
Alectoris chukar,GALLIFORMES,Phasianidae,101.66667,39.18333
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,101.66667,39.18333
Aegypius monachus,FALCONIFORMES,Accipitridae,94.50563,39.1955
Aquila heliaca,FALCONIFORMES,Accipitridae,94.50563,39.1955
Cygnus cygnus,ANSERIFORMES,Anatidae,94.50563,39.1955
Cygnus cygnus,ANSERIFORMES,Anatidae,94.50563,39.1955
Alectoris chukar,GALLIFORMES,Phasianidae,113.26667,39.2
Perdix dauuricae,GALLIFORMES,Phasianidae,113.26667,39.2
Phasianus colchicus,GALLIFORMES,Phasianidae,113.26667,39.2
Larus relictus,CICONIIFORMES,Laridae,110.4407,39.219
Cygnus cygnus,ANSERIFORMES,Anatidae,122.10081,39.23163
Cygnus cygnus,ANSERIFORMES,Anatidae,122.10081,39.23163
Otis tarda,GRUIFORMES,Otidae,122.10081,39.23163
Montifringilla ruficollis,PASSERIFORMES,Passeridae,95.31095,39.25578
Larus relictus,CICONIIFORMES,Laridae,98.24143,39.25848
Cygnus columbianus,ANSERIFORMES,Anatidae,116.88099,39.26714
Phasianus colchicus,GALLIFORMES,Phasianidae,122.56667,39.28333
Grus vipio,GRUIFORMES,Gruidae,117.68011,39.28674
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,94.2,39.3
Alectoris chukar,GALLIFORMES,Phasianidae,112.43333,39.31667
Perdix dauuricae,GALLIFORMES,Phasianidae,112.43333,39.31667
Phasianus colchicus,GALLIFORMES,Phasianidae,112.43333,39.31667
Grus vipio,GRUIFORMES,Gruidae,111.33776,39.34576
Alectoris chukar,GALLIFORMES,Phasianidae,114.68333,39.35
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,114.68333,39.35
Grus leucogeranus,GRUIFORMES,Gruidae,122.00327,39.37753
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,94.21667,39.38333
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.7,39.38333
Perdix dauuricae,GALLIFORMES,Phasianidae,121.96667,39.38333
Aegypius monachus,FALCONIFORMES,Accipitridae,75.54206,39.3972
Aythya baeri,ANSERIFORMES,Anatidae,75.54206,39.3972
Columba eversmanni,COLUMBIFORMES,Columbidae,75.54206,39.3972
Cygnus columbianus,ANSERIFORMES,Anatidae,75.54207,39.3972
Haliaeetus leucoryphus,FALCONIFORMES,Accipitridae,75.54207,39.3972
Otis tarda,GRUIFORMES,Otidae,75.54207,39.3972
Otis tetrax,GRUIFORMES,Otidae,75.54207,39.3972
Alectoris chukar,GALLIFORMES,Phasianidae,75.9,39.4
Lyrurus tetrix,GALLIFORMES,Phasianidae,75.9,39.4
Phasianus colchicus,GALLIFORMES,Phasianidae,75.9,39.4
Ithaginis cruentus,GALLIFORMES,Phasianidae,94.57488,39.4037
Cygnus cygnus,ANSERIFORMES,Anatidae,121.90794,39.40975
Cygnus cygnus,ANSERIFORMES,Anatidae,121.90794,39.40975
Garrulax davidi,PASSERIFORMES,Sylviidae,99.20663,39.41173
Coturnix japonica,GALLIFORMES,Phasianidae,118.91667,39.41667
Cygnus cygnus,ANSERIFORMES,Anatidae,79.29406,39.41966
Cygnus cygnus,ANSERIFORMES,Anatidae,79.29406,39.41966
Aegypius monachus,FALCONIFORMES,Accipitridae,94.93852,39.44786
Haliaeetus leucoryphus,FALCONIFORMES,Accipitridae,109.59321,39.48729
Larus relictus,CICONIIFORMES,Laridae,109.59321,39.48729
Porzana paykullii,GRUIFORMES,Rallidae,109.59321,39.48729
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,75.98333,39.5
Alectoris chukar,GALLIFORMES,Phasianidae,94.8,39.5
Ithaginis cruentus,GALLIFORMES,Phasianidae,94.8,39.5
Phasianus colchicus,GALLIFORMES,Phasianidae,94.8,39.5
Perdix dauuricae,GALLIFORMES,Phasianidae,112.2,39.5
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,114.33148,39.50486
Podoces hendersoni,PASSERIFORMES,Corvidae,94.71148,39.50581
Eurynorhynchus pygmeus,CHARADRIIFORMES,Recurvirostridae,116.40356,39.54356
Acrocephalus tangorum,PASSERIFORMES,Sylviidae,116.24408,39.55392
Aegypius monachus,FALCONIFORMES,Accipitridae,116.24408,39.55392
Aquila heliaca,FALCONIFORMES,Accipitridae,116.24408,39.55392
Aythya nyroca,ANSERIFORMES,Anatidae,116.24408,39.55392
Bombycilla japonica,PASSERIFORMES,Bombycillidae,116.24408,39.55392
Ciconia boyciana,CICONIIFORMES,Pelecanidae,116.24408,39.55392
Larus relictus,CICONIIFORMES,Laridae,116.24408,39.55392
Aegypius monachus,FALCONIFORMES,Accipitridae,118.60771,39.5592
Aquila clanga,FALCONIFORMES,Accipitridae,118.60772,39.5592
Aquila heliaca,FALCONIFORMES,Accipitridae,118.60772,39.5592
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,118.60772,39.5592
Haliaeetus leucoryphus,FALCONIFORMES,Accipitridae,118.60772,39.5592
Haliaeetus pelagicus,FALCONIFORMES,Accipitridae,118.60772,39.5592
Alectoris chukar,GALLIFORMES,Phasianidae,109.73333,39.56667
Alectoris chukar,GALLIFORMES,Phasianidae,115.7,39.56667
Alectoris chukar,GALLIFORMES,Phasianidae,115.7,39.56667
Grus japonensis,GRUIFORMES,Gruidae,111.59528,39.56971
Alectoris chukar,GALLIFORMES,Phasianidae,109.7,39.6
Alectoris chukar,GALLIFORMES,Phasianidae,110.8,39.6
Alectoris chukar,GALLIFORMES,Phasianidae,115.9,39.6
Alectoris chukar,GALLIFORMES,Phasianidae,115.9,39.6
Perdix dauuricae,GALLIFORMES,Phasianidae,115.9,39.6
Perdix dauuricae,GALLIFORMES,Phasianidae,115.9,39.6
Phasianus colchicus,GALLIFORMES,Phasianidae,115.9,39.6
Phasianus colchicus,GALLIFORMES,Phasianidae,115.9,39.6
Phasianus colchicus,GALLIFORMES,Phasianidae,116.2,39.6
Phasianus colchicus,GALLIFORMES,Phasianidae,116.2,39.6
Alectoris chukar,GALLIFORMES,Phasianidae,118.18333,39.6
Phasianus colchicus,GALLIFORMES,Phasianidae,118.18333,39.6
Perdix dauuricae,GALLIFORMES,Phasianidae,122,39.61667
Phasianus colchicus,GALLIFORMES,Phasianidae,122,39.61667
Anas formosa,ANSERIFORMES,Anatidae,116.249,39.63261
Aquila clanga,FALCONIFORMES,Accipitridae,116.249,39.63261
Aythya baeri,ANSERIFORMES,Anatidae,116.249,39.63261
Emberiza yessoensis,PASSERIFORMES,Fringillidae,116.249,39.63261
Falco naumanni,CICONIIFORMES,Falconidae,116.249,39.63261
Grus monacha,GRUIFORMES,Gruidae,116.249,39.63261
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,116.249,39.63261
Otis tarda,GRUIFORMES,Otidae,116.249,39.63261
Pelecanus philippensis,CICONIIFORMES,Pelecanidae,116.249,39.63261
Porzana paykullii,GRUIFORMES,Rallidae,116.249,39.63261
Phasianus colchicus,GALLIFORMES,Phasianidae,110.86667,39.65
Ciconia boyciana,CICONIIFORMES,Pelecanidae,119.25019,39.65063
Grus japonensis,GRUIFORMES,Gruidae,119.25019,39.65063
Grus leucogeranus,GRUIFORMES,Gruidae,119.25019,39.65063
Grus monacha,GRUIFORMES,Gruidae,119.25019,39.65063
Grus vipio,GRUIFORMES,Gruidae,119.2502,39.65063
Larus relictus,CICONIIFORMES,Laridae,119.2502,39.65063
Pitta nympha,PASSERIFORMES,Pittidae,119.2502,39.65063
Haliaeetus leucoryphus,FALCONIFORMES,Accipitridae,100.37982,39.65626
Crossoptilon auritum,GALLIFORMES,Phasianidae,96.87087,39.66133
Podoces hendersoni,PASSERIFORMES,Corvidae,96.87087,39.66133
Larus saundersi,CICONIIFORMES,Laridae,119.00008,39.68205
Mycteria leucocephala,CICONIIFORMES,Pelecanidae,119.00008,39.68205
Alectoris chukar,GALLIFORMES,Phasianidae,75.18333,39.68333
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,75.18333,39.68333
Alectoris chukar,GALLIFORMES,Phasianidae,115.93333,39.68333
Bonasa bonasia,GALLIFORMES,Phasianidae,122.96667,39.68333
Coturnix japonica,GALLIFORMES,Phasianidae,122.96667,39.68333
Perdix dauuricae,GALLIFORMES,Phasianidae,122.96667,39.68333
Larus relictus,CICONIIFORMES,Laridae,109.45505,39.69932
Alectoris chukar,GALLIFORMES,Phasianidae,76.13333,39.7
Alectoris chukar,GALLIFORMES,Phasianidae,98.4,39.7
Crossoptilon auritum,GALLIFORMES,Phasianidae,98.4,39.7
Phasianus colchicus,GALLIFORMES,Phasianidae,98.4,39.7
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,98.4,39.7
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,98.4,39.7
Alectoris chukar,GALLIFORMES,Phasianidae,116,39.7
Alectoris chukar,GALLIFORMES,Phasianidae,116,39.7
Phasianus colchicus,GALLIFORMES,Phasianidae,116,39.7
Phasianus colchicus,GALLIFORMES,Phasianidae,116,39.7
Alectoris chukar,GALLIFORMES,Phasianidae,119.15,39.7
Alectoris chukar,GALLIFORMES,Phasianidae,119.15,39.7
Perdix dauuricae,GALLIFORMES,Phasianidae,122,39.7
Phalacrocorax capillatus,CICONIIFORMES,Phalacrocoracidae,122.44305,39.71273
Cygnus cygnus,ANSERIFORMES,Anatidae,116.63585,39.7487
Cygnus cygnus,ANSERIFORMES,Anatidae,116.63585,39.7487
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,95.5,39.75
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,95.5,39.75
Turdus feae,PASSERIFORMES,Muscicapidae,115.87093,39.75117
Phasianus colchicus,GALLIFORMES,Phasianidae,78.53333,39.78333
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115,39.78333
Coturnix japonica,GALLIFORMES,Phasianidae,116.38333,39.78333
Cygnus cygnus,ANSERIFORMES,Anatidae,121.78195,39.78667
Cygnus cygnus,ANSERIFORMES,Anatidae,121.78195,39.78667
Perdix dauuricae,GALLIFORMES,Phasianidae,109.58333,39.8
Alectoris chukar,GALLIFORMES,Phasianidae,109.98333,39.8
Alectoris chukar,GALLIFORMES,Phasianidae,110,39.8
Alectoris chukar,GALLIFORMES,Phasianidae,115.6,39.8
Phasianus colchicus,GALLIFORMES,Phasianidae,115.6,39.8
Phasianus colchicus,GALLIFORMES,Phasianidae,115.6,39.8
Pucrasia macrolopha,GALLIFORMES,Phasianidae,115.63333,39.8
Pucrasia macrolopha,GALLIFORMES,Phasianidae,115.63333,39.8
Coturnix japonica,GALLIFORMES,Phasianidae,116.2,39.8
Coturnix japonica,GALLIFORMES,Phasianidae,116.6,39.8
Coturnix japonica,GALLIFORMES,Phasianidae,116.6,39.8
Perdix dauuricae,GALLIFORMES,Phasianidae,116.6,39.8
Perdix dauuricae,GALLIFORMES,Phasianidae,116.6,39.8
Alectoris chukar,GALLIFORMES,Phasianidae,119.4,39.8
Coturnix japonica,GALLIFORMES,Phasianidae,119.4,39.8
Perdix dauuricae,GALLIFORMES,Phasianidae,119.4,39.8
Phasianus colchicus,GALLIFORMES,Phasianidae,119.4,39.8
Parus venustulus,PASSERIFORMES,Paridae,115.57338,39.80056
Turdus feae,PASSERIFORMES,Muscicapidae,115.57338,39.80056
Turdus mupinensis,PASSERIFORMES,Muscicapidae,115.57338,39.80056
Phasianus colchicus,GALLIFORMES,Phasianidae,97.58333,39.81667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115,39.81667
Perdix dauuricae,GALLIFORMES,Phasianidae,115,39.81667
Phasianus colchicus,GALLIFORMES,Phasianidae,115,39.81667
Marmaronetta angustirostris,ANSERIFORMES,Anatidae,76.82759,39.81982
Alectoris chukar,GALLIFORMES,Phasianidae,108.68333,39.83333
Alectoris chukar,GALLIFORMES,Phasianidae,114.55,39.83333
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,114.55,39.83333
Perdix dauuricae,GALLIFORMES,Phasianidae,114.55,39.83333
Phasianus colchicus,GALLIFORMES,Phasianidae,114.55,39.83333
Pucrasia macrolopha,GALLIFORMES,Phasianidae,114.55,39.83333
Coturnix japonica,GALLIFORMES,Phasianidae,116.63333,39.83333
Alectoris chukar,GALLIFORMES,Phasianidae,115.45833,39.84167
Pucrasia macrolopha,GALLIFORMES,Phasianidae,115.45833,39.84167
Phasianus colchicus,GALLIFORMES,Phasianidae,124.13333,39.88333
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,114.97598,39.89699
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.4,39.9
Coturnix japonica,GALLIFORMES,Phasianidae,116.21667,39.9
Phalacrocorax capillatus,CICONIIFORMES,Phalacrocoracidae,116.20875,39.90072
Platalea minor,CICONIIFORMES,Threskiornithidae,116.40875,39.90072
Alectoris chukar,GALLIFORMES,Phasianidae,115.04167,39.91667
Coturnix japonica,GALLIFORMES,Phasianidae,115.04167,39.91667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.04167,39.91667
Pucrasia macrolopha,GALLIFORMES,Phasianidae,115.04167,39.91667
Alectoris chukar,GALLIFORMES,Phasianidae,119.58333,39.91667
Perdix dauuricae,GALLIFORMES,Phasianidae,119.58333,39.91667
Phasianus colchicus,GALLIFORMES,Phasianidae,119.58333,39.91667
Falco naumanni,CICONIIFORMES,Falconidae,114.0302,39.91777
Coturnix japonica,GALLIFORMES,Phasianidae,116.3,39.93333
Perdix dauuricae,GALLIFORMES,Phasianidae,114.95,39.95
Phasianus colchicus,GALLIFORMES,Phasianidae,114.95,39.95
Phasianus colchicus,GALLIFORMES,Phasianidae,115.45,39.95
Alectoris chukar,GALLIFORMES,Phasianidae,119.65,39.95
Perdix dauuricae,GALLIFORMES,Phasianidae,119.65,39.95
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,114.99413,39.95017
Garrulax davidi,PASSERIFORMES,Sylviidae,114.99413,39.95017
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,114.99413,39.95017
Egretta eulophotes,CICONIIFORMES,Ardeidae,122.63367,39.95944
Phasianus colchicus,GALLIFORMES,Phasianidae,116.28333,39.96667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.00808,39.96861
Phasianus colchicus,GALLIFORMES,Phasianidae,87.16667,40
Phasianus colchicus,GALLIFORMES,Phasianidae,94.6,40
Alectoris chukar,GALLIFORMES,Phasianidae,112.45,40
Perdix dauuricae,GALLIFORMES,Phasianidae,112.45,40
Alectoris chukar,GALLIFORMES,Phasianidae,112.68333,40
Perdix dauuricae,GALLIFORMES,Phasianidae,112.68333,40
Alectoris chukar,GALLIFORMES,Phasianidae,113.6,40
Perdix dauuricae,GALLIFORMES,Phasianidae,113.6,40
Pucrasia macrolopha,GALLIFORMES,Phasianidae,115.4,40
Pucrasia macrolopha,GALLIFORMES,Phasianidae,115.4,40
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.45833,40
Phasianus colchicus,GALLIFORMES,Phasianidae,116.18333,40
Coturnix japonica,GALLIFORMES,Phasianidae,116.2,40
Coturnix japonica,GALLIFORMES,Phasianidae,116.2,40
Pucrasia macrolopha,GALLIFORMES,Phasianidae,119.75,40
Grus leucogeranus,GRUIFORMES,Gruidae,122.43048,40.00053
Anser cygnoides,ANSERIFORMES,Anatidae,122.43049,40.00053
Grus vipio,GRUIFORMES,Gruidae,122.43049,40.00053
Phalacrocorax capillatus,CICONIIFORMES,Phalacrocoracidae,122.43049,40.00053
Parus venustulus,PASSERIFORMES,Paridae,115.50495,40.00273
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,112.41057,40.00353
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.46667,40.01667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.46667,40.01667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.46667,40.01667
Phasianus colchicus,GALLIFORMES,Phasianidae,115.46667,40.01667
Pucrasia macrolopha,GALLIFORMES,Phasianidae,115.46667,40.01667
Aythya baeri,ANSERIFORMES,Anatidae,122.6744,40.01851
Alectoris chukar,GALLIFORMES,Phasianidae,117.4,40.03333
Bonasa bonasia,GALLIFORMES,Phasianidae,117.4,40.03333
