"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group"
"Gallinago stenura","Charadriiformes",0,0,113,"3","Carnivore",62.22,115.49,"WP",34,"LC",2.05307844348342,"Full migrant","LC","LC/NE"
"Limnodromus scolopaceus","Charadriiformes",6,1,104.4,"3","Carnivore",68.11,18.59,"PWV",12,"NT",2.01870049866624,"Full migrant","NT","NT"
"Limnodromus semipalmatus","Charadriiformes",2,1,212,"3","Carnivore",52.31,97.12,"PV",20,"NT",2.32633586092875,"Full migrant","NT","NT"
"Limosa lapponica","Charadriiformes",1,1,291.65,"3","Carnivore",69.14,73.39,"WP",20,"NT",2.46486198076603,"Full migrant","NT","NT"
"Limosa limosa","Charadriiformes",1,1,288.37,"3","Carnivore",55.43,66.46,"SWP",34,"NT",2.45995007743384,"Full migrant","NT","NT"
"Lymnocryptes minimus","Charadriiformes",0,0,50.07,"3","Carnivore",63.46,80.69,"WPV",17,"LC",1.69957759139891,"Full migrant","LC","LC/NE"
"Numenius arquata","Charadriiformes",0,0,802.99,"3","Carnivore",56.48,59.16,"SWP",33,"NT",2.90471013684548,"Full migrant","NT","NT"
"Numenius madagascariensis","Charadriiformes",1,1,792,"3","Carnivore",56.7,135.49,"WP",30,"EN",2.89872518158949,"Full migrant","Threatened","Threatened/DD"
"Numenius minutus","Charadriiformes",1,1,173,"3","Carnivore",67.89,134.75,"P",26,"LC",2.2380461031288,"Full migrant","LC","LC/NE"
"Numenius phaeopus","Charadriiformes",1,1,364.57,"3","Carnivore",63.88,-11.94,"WP",34,"LC",2.56178092825065,"Full migrant","LC","LC/NE"
"Phalaropus fulicarius","Charadriiformes",4,1,55.59,"3","Carnivore",69.97,-2.63,"WPV",15,"LC",1.74499667403856,"Full migrant","LC","LC/NE"
"Phalaropus lobatus","Charadriiformes",5,1,36.68,"3","Carnivore",65.91,-35.96,"WP",26,"LC",1.56442932699798,"Full migrant","LC","LC/NE"
"Scolopax rusticola","Charadriiformes",0,0,308.31,"3","Carnivore",55.2,70.27,"SWP",34,"LC",2.48898761124739,"Full migrant","LC","LC/NE"
"Tringa brevipes","Charadriiformes",1,1,127,"3","Carnivore",62.43,142.4,"WP",29,"LC",2.10380372095596,"Full migrant","LC","LC/NE"
"Tringa erythropus","Charadriiformes",0,0,158,"3","Carnivore",68.35,105.22,"SWP",34,"LC",2.19865708695442,"Full migrant","LC","LC/NE"
"Tringa flavipes","Charadriiformes",0,0,77.5,"3","Carnivore",60.91,-122.92,"V",2,"VU",1.88930170250631,"Full migrant","Threatened","Threatened/DD"
"Tringa glareola","Charadriiformes",0,0,62.05,"3","Carnivore",60.1,88.43,"SWP",34,"LC",1.79274178583475,"Full migrant","LC","LC/NE"
"Tringa guttifer","Charadriiformes",1,1,158,"3","Carnivore",54.06,139.79,"P",16,"EN",2.19865708695442,"Full migrant","Threatened","Threatened/DD"
"Tringa incana","Charadriiformes",0,0,108.24,"3","Carnivore",64.05,-133.78,"WP",1,"LC",2.03438778358957,"Full migrant","LC","LC/NE"
"Tringa nebularia","Charadriiformes",0,0,187,"3","Carnivore",60.3,88.97,"WP",34,"LC",2.2718416065365,"Full migrant","LC","LC/NE"
"Tringa ochropus","Charadriiformes",0,0,71.4,"3","Carnivore",57.64,82.39,"SWP",34,"LC",1.85369821177617,"Full migrant","LC","LC/NE"
"Tringa stagnatilis","Charadriiformes",1,1,77.5,"3","Carnivore",53.2,79.96,"SP",31,"LC",1.88930170250631,"Full migrant","LC","LC/NE"
"Tringa totanus","Charadriiformes",0,0,129,"3","Carnivore",46.76,67.03,"SWP",31,"LC",2.11058971029925,"Full migrant","LC","LC/NE"
"Xenus cinereus","Charadriiformes",0,0,78.8,"3","Carnivore",60.77,91.9,"WP",34,"LC",1.89652621748956,"Full migrant","LC","LC/NE"
"Stercorarius longicaudus","Charadriiformes",1,1,287.9,"3","Carnivore",69.42,-33.46,"P",4,"LC",2.45924166487808,"Full migrant","LC","LC/NE"
"Stercorarius maccormicki","Charadriiformes",0,0,NA,NA,NA,NA,NA,"VP",2,NA,NA,NA,"Unknown","Unknown"
"Stercorarius parasiticus","Charadriiformes",5,1,444.31,"3","Carnivore",68.31,-11.33,"P",8,"LC",2.64768608793352,"Full migrant","LC","LC/NE"
"Stercorarius pomarinus","Charadriiformes",1,1,692.47,"3","Carnivore",70.32,38.74,"P",14,"LC",2.84040096312756,"Full migrant","LC","LC/NE"
"Turnix suscitator","Charadriiformes",3,1,49.1,"1","Herbivore",16.91,95.88,"RP",10,"LC",1.69108149212297,"Resident/low mobility","LC","LC/NE"
"Turnix sylvaticus","Charadriiformes",0,0,52.69,"1","Omnivore",3.48,46.97,"R",4,"LC",1.72172819857279,"Resident/low mobility","LC","LC/NE"
"Turnix tanki","Charadriiformes",0,0,52.79,"1","Herbivore",28.08,102.37,"RSWPV",30,"LC",1.72255166200096,"Resident/low mobility","LC","LC/NE"
"Anastomus oscitans","Ciconiiformes",5,1,1590,"2","Carnivore",20.66,85.13,"V",6,"LC",3.20139712432045,"Partial migrant","LC","LC/NE"
"Ciconia boyciana","Ciconiiformes",3,1,4847.74,"3","Carnivore",47.77,130.95,"SWP",25,"EN",3.68553931916292,"Full migrant","Threatened","Threatened/DD"
"Ciconia ciconia","Ciconiiformes",0,0,3445.8,"3","Carnivore",44.94,24.63,"S",1,"LC",3.53729006666481,"Full migrant","LC","LC/NE"
"Ciconia episcopus","Ciconiiformes",1,1,2061,"1","Carnivore",17.45,91.11,"V",1,"NT",3.31407799177921,"Resident/low mobility","NT","NT"
"Ciconia nigra","Ciconiiformes",1,1,2926,"3","Carnivore",42.16,78.07,"SW",33,"LC",3.46627432178929,"Full migrant","LC","LC/NE"
"Leptoptilos javanicus","Ciconiiformes",1,1,4650.99,"2","Carnivore",7.51,103.3,"P",5,"NT",3.6675454057447,"Partial migrant","NT","NT"
"Mycteria leucocephala","Ciconiiformes",1,1,3180,"2","Carnivore",17.9,78.8,"S",11,"LC",3.50242711998443,"Partial migrant","LC","LC/NE"
"Chalcophaps indica","Columbiformes",4,1,136.54,"1","Herbivore",11.66,104.11,"R",10,"LC",2.13525989851566,"Resident/low mobility","LC","LC/NE"
"Columba eversmanni","Columbiformes",0,0,202,"3","Herbivore",41.22,73.28,"RP",2,"VU",2.30535136944662,"Full migrant","Threatened","Threatened/DD"
"Columba hodgsonii","Columbiformes",0,0,308.46,"1","Herbivore",29.7,98.1,"R",5,"LC",2.48919885425068,"Resident/low mobility","LC","LC/NE"
"Columba janthina","Columbiformes",0,0,397,"1","Herbivore",30.19,129.21,"SV",2,"LC",2.59879050676312,"Resident/low mobility","LC","LC/NE"
"Columba leuconota","Columbiformes",0,0,284,"1","Herbivore",33.65,89.4,"R",6,"LC",2.45331834004704,"Resident/low mobility","LC","LC/NE"
"Columba livia","Columbiformes",0,0,354.2,"1","Herbivore",33.52,51.08,"R",6,"LC",2.54924855685406,"Resident/low mobility","LC","LC/NE"
"Columba oenas","Columbiformes",2,1,290.79,"1","Herbivore",50.84,35.32,"R",2,"LC",2.46357946745697,"Resident/low mobility","LC","LC/NE"
"Columba palumbus","Columbiformes",0,0,490,"1","Herbivore",50.34,32.15,"R",1,"LC",2.69019608002851,"Resident/low mobility","LC","LC/NE"
"Columba pulchricollis","Columbiformes",0,0,330,"1","Herbivore",25.51,96.29,"R",3,"LC",2.51851393987789,"Resident/low mobility","LC","LC/NE"
"Columba punicea","Columbiformes",0,0,434.39,"1","Herbivore",22.42,87.99,"R",2,"VU",2.63787981889477,"Resident/low mobility","Threatened","Threatened/DD"
"Columba rupestris","Columbiformes",0,0,245.41,"1","Herbivore",44.45,101.9,"RS",21,"LC",2.38989225544206,"Resident/low mobility","LC","LC/NE"
"Columba vitiensis","Columbiformes",0,0,353,"1","Herbivore",-1.84,136.13,NA,NA,"LC",2.54777470538782,"Resident/low mobility","LC","LC/NE"
"Ducula aenea","Columbiformes",0,0,545,"1","Herbivore",12.16,102.13,"R",3,"NT",2.73639650227664,"Resident/low mobility","NT","NT"
"Ducula badia","Columbiformes",0,0,485.99,"1","Herbivore",11.81,103.6,"R",4,"LC",2.68662733306991,"Resident/low mobility","LC","LC/NE"
"Geopelia striata","Columbiformes",1,1,56.6,"1","Herbivore",2.77,107.92,NA,NA,"LC",1.75281643118827,"Resident/low mobility","LC","LC/NE"
"Macropygia ruficeps","Columbiformes",0,0,81.9,"1","Herbivore",5.92,107.72,"R",1,"LC",1.91328390176042,"Resident/low mobility","LC","LC/NE"
"Macropygia tenuirostris","Columbiformes",0,0,177,"1","Herbivore",11.79,122.86,"R",1,"LC",2.24797326636181,"Resident/low mobility","LC","LC/NE"
"Macropygia unchall","Columbiformes",3,1,168,"1","Herbivore",22.97,103.4,"RS",12,"LC",2.22530928172586,"Resident/low mobility","LC","LC/NE"
"Ptilinopus leclancheri","Columbiformes",0,0,NA,NA,NA,NA,NA,"R",1,NA,NA,NA,"Unknown","Unknown"
"Spilopelia chinensis","Columbiformes",2,1,159,"1","Herbivore",19.96,107.84,NA,NA,"LC",2.20139712432045,"Resident/low mobility","LC","LC/NE"
"Spilopelia senegalensis","Columbiformes",1,1,82.13,"1","Herbivore",13.86,37.37,NA,NA,"LC",1.91450182282731,"Resident/low mobility","LC","LC/NE"
"Streptopelia decaocto","Columbiformes",1,1,148.96,"1","Herbivore",40.2,54.01,"RV",20,"LC",2.17306966363727,"Resident/low mobility","LC","LC/NE"
"Streptopelia orientalis","Columbiformes",0,0,232.94,"3","Herbivore",43.17,102.09,"RS",34,"LC",2.36724407113523,"Full migrant","LC","LC/NE"
"Streptopelia tranquebarica","Columbiformes",0,0,103,"1","Herbivore",26.15,97.93,"RS",33,"LC",2.01283722470517,"Resident/low mobility","LC","LC/NE"
"Streptopelia turtur","Columbiformes",0,0,132,"3","Herbivore",45.44,42.42,"R",5,"VU",2.12057393120585,"Full migrant","Threatened","Threatened/DD"
"Treron apicauda","Columbiformes",0,0,217.19,"1","Herbivore",23.37,98,"R",3,"LC",2.33683982531461,"Resident/low mobility","LC","LC/NE"
"Treron bicinctus","Columbiformes",0,0,174,"1","Herbivore",17.13,93.64,"RV",2,"LC",2.2405492482826,"Resident/low mobility","LC","LC/NE"
"Treron curvirostra","Columbiformes",1,1,134.45,"1","Herbivore",13.64,102.06,"RV",4,"LC",2.12856080655932,"Resident/low mobility","LC","LC/NE"
"Treron formosae","Columbiformes",0,0,140,"1","Herbivore",23.68,120.98,"R",1,"NT",2.14612803567824,"Resident/low mobility","NT","NT"
"Treron phayrei","Columbiformes",0,0,187,"1","Herbivore",19.87,98.97,NA,NA,"NT",2.2718416065365,"Resident/low mobility","NT","NT"
"Treron phoenicopterus","Columbiformes",0,0,235,"1","Herbivore",21.9,84.61,"R",1,"LC",2.37106786227174,"Resident/low mobility","LC","LC/NE"
"Treron seimundi","Columbiformes",1,1,157.79,"1","Herbivore",16.11,106.33,NA,NA,"LC",2.19807947617103,"Resident/low mobility","LC","LC/NE"
"Treron sieboldii","Columbiformes",3,1,245,"2","Herbivore",28.01,116.78,"RP",13,"LC",2.38916608436453,"Partial migrant","LC","LC/NE"
"Treron sphenurus","Columbiformes",1,1,210,"2","Herbivore",22.52,98.35,"R",5,"LC",2.32221929473392,"Partial migrant","LC","LC/NE"
"Alcedo atthis","Coraciiformes",0,0,31.09,"1","Carnivore",39.55,74.25,"RS",34,"LC",1.49262072204319,"Resident/low mobility","LC","LC/NE"
"Alcedo hercules","Coraciiformes",1,1,62.5,"1","Carnivore",22.73,100.19,"R",6,"NT",1.79588001734408,"Resident/low mobility","NT","NT"
"Alcedo meninting","Coraciiformes",0,0,20.42,"1","Carnivore",10.45,101.99,"R",1,"LC",1.31005573775089,"Resident/low mobility","LC","LC/NE"
"Ceryle rudis","Coraciiformes",3,1,84.37,"1","Carnivore",7.17,44.36,"RS",16,"LC",1.92618804910721,"Resident/low mobility","LC","LC/NE"
"Ceyx erithaca","Coraciiformes",0,0,17.79,"1","Carnivore",8.98,102.67,"RV",4,"NT",1.25017594808392,"Resident/low mobility","NT","NT"
"Halcyon coromanda","Coraciiformes",1,1,77.5,"3","Carnivore",14.22,113.04,"RSWP",15,"LC",1.88930170250631,"Full migrant","LC","LC/NE"
