"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group","z_log_mass","z_range_size"
"Remiz consobrinus","Passeriformes",4,1,9.1,"3","Omnivore",46.67,125.75,"SWPV",25,"LC",0.959041392321094,"Full migrant","LC","LC/NE",-1.20488498323463,1.18737544705851
"Remiz coronatus","Passeriformes",3,1,6.9,"3","Omnivore",46.84,88.18,"SP",2,"LC",0.838849090737255,"Full migrant","LC","LC/NE",-1.36439292822636,-0.854557461422374
"Rhipidura albicollis","Passeriformes",0,0,12.9,"1","Carnivore",20.09,99.7,"R",7,"LC",1.11058971029925,"Resident/low mobility","LC","LC/NE",-1.00376427542633,-0.410659003056965
"Rhipidura aureola","Passeriformes",0,0,11.2,"1","Carnivore",21.46,83.73,"R",1,"LC",1.04921802267018,"Resident/low mobility","LC","LC/NE",-1.08521102072856,-0.943337153095455
"Abroscopus albogularis","Passeriformes",5,1,4.84,"1","Carnivore",24.78,105.57,"RS",19,"LC",0.684845361644412,"Resident/low mobility","LC","LC/NE",-1.56877222727429,0.654697297020015
"Abroscopus schisticeps","Passeriformes",0,0,4.7,"1","Carnivore",26.7,95.58,"R",4,"LC",0.672097857935718,"Resident/low mobility","LC","LC/NE",-1.58568951809537,-0.67699807807621
"Abroscopus superciliaris","Passeriformes",0,0,6.48,"1","Carnivore",9.89,105.2,"R",4,"LC",0.811575005870593,"Resident/low mobility","LC","LC/NE",-1.40058853452795,-0.67699807807621
"Cettia brunnifrons","Passeriformes",1,1,7.34,"2","Carnivore",29.04,95.71,"R",3,"LC",0.865696059916071,"Partial migrant","LC","LC/NE",-1.32876414978931,-0.765777769749292
"Cettia castaneocoronata","Passeriformes",1,1,8.94,"1","Carnivore",25.85,98.2,"R",5,"LC",0.951337518795918,"Resident/low mobility","LC","LC/NE",-1.21510884132108,-0.588218386403129
"Cettia cetti","Passeriformes",0,0,13.22,"1","Carnivore",41.65,39.12,"R",1,"LC",1.12123145514962,"Resident/low mobility","LC","LC/NE",-0.989641550178201,-0.943337153095455
"Cettia major","Passeriformes",0,0,9.7,"1","Carnivore",29.9,97.87,"R",3,"LC",0.986771734266245,"Resident/low mobility","LC","LC/NE",-1.16808387534916,-0.765777769749292
"Hemitesia pallidipes","Passeriformes",1,1,10,"1","Carnivore",23.81,97.19,"R",4,"LC",1,"Resident/low mobility","LC","LC/NE",-1.15052856227843,-0.67699807807621
"Horornis acanthizoides","Passeriformes",0,0,5.32,"2","Carnivore",30.19,106.58,"R",13,"LC",0.725911632295048,"Partial migrant","LC","LC/NE",-1.51427292612406,0.122019146981525
"Horornis brunnescens","Passeriformes",0,0,5.32,"2","Carnivore",28.62,88.71,"R",1,"LC",0.725911632295048,"Partial migrant","LC","LC/NE",-1.51427292612406,-0.943337153095455
"Horornis canturians","Passeriformes",0,0,22.3,"2","Carnivore",35.99,118.88,"SW",28,"LC",1.34830486304816,"Partial migrant","LC","LC/NE",-0.688291029563528,1.45371452207775
"Horornis diphone","Passeriformes",0,0,13.31,"1","Carnivore",38.12,137.96,"WPV",19,"LC",1.12417805547468,"Resident/low mobility","LC","LC/NE",-0.985731098706952,0.654697297020015
"Horornis flavolivaceus","Passeriformes",0,0,8,"2","Carnivore",24.39,99.56,"RS",7,"LC",0.903089986991944,"Partial migrant","LC","LC/NE",-1.27913843845469,-0.410659003056965
"Horornis fortipes","Passeriformes",0,0,9.59,"2","Carnivore",27.9,105.4,"R",22,"LC",0.981818607170664,"Partial migrant","LC","LC/NE",-1.1746572008774,0.92103637203926
"Phyllergates cucullatus","Passeriformes",1,1,5.9,"1","Carnivore",17.48,104.58,"R",6,"LC",0.770852011642144,"Resident/low mobility","LC","LC/NE",-1.45463227142036,-0.499438694730047
"Tesia cyaniventer","Passeriformes",0,0,9.7,"1","Carnivore",23.81,100.06,"R",3,"LC",0.986771734266245,"Resident/low mobility","LC","LC/NE",-1.16808387534916,-0.765777769749292
"Tesia olivea","Passeriformes",0,0,7,"1","Carnivore",25.16,100.72,"R",5,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE",-1.35609990908622,-0.588218386403129
"Tickellia hodgsoni","Passeriformes",0,0,4.5,"2","Carnivore",25.2,97.43,"R",3,"LC",0.653212513775344,"Partial migrant","LC","LC/NE",-1.61075237484898,-0.765777769749292
"Urosphena squameiceps","Passeriformes",1,1,9.3,"3","Carnivore",41.78,134.11,"SWP",24,"LC",0.968482948553935,"Full migrant","LC","LC/NE",-1.19235503570571,1.09859575538542
"Sitta europaea","Passeriformes",0,0,20.37,"1","Carnivore",52.64,82.46,"R",26,"LC",1.30899102900016,"Resident/low mobility","LC","LC/NE",-0.740464661286254,1.27615513873159
"Sitta formosa","Passeriformes",1,1,21,"1","Carnivore",24.44,98.42,"R",1,"VU",1.32221929473392,"Resident/low mobility","Threatened","Threatened/DD",-0.722909348215524,-0.943337153095455
"Sitta frontalis","Passeriformes",0,0,16.5,"1","Carnivore",14.99,97.27,"R",6,"LC",1.21748394421391,"Resident/low mobility","LC","LC/NE",-0.861904278084497,-0.499438694730047
"Sitta himalayensis","Passeriformes",0,0,14.28,"1","Carnivore",27.45,88.46,"R",2,"LC",1.15472820744016,"Resident/low mobility","LC","LC/NE",-0.945187803545907,-0.854557461422374
"Sitta magna","Passeriformes",0,0,41.13,"1","Omnivore",23.46,100.04,"R",4,"EN",1.61415870950918,"Resident/low mobility","Threatened","Threatened/DD",-0.335474749665897,-0.67699807807621
"Sitta nagaensis","Passeriformes",0,0,14.7,"1","Carnivore",25.52,100.03,"R",7,"LC",1.16731733474818,"Resident/low mobility","LC","LC/NE",-0.928480695023312,-0.410659003056965
"Sitta solangiae","Passeriformes",0,0,14.96,"1","Carnivore",15.87,107.42,"R",1,"NT",1.17493159352844,"Resident/low mobility","NT","NT",-0.918375765217734,-0.943337153095455
"Sitta villosa","Passeriformes",2,1,9.38,"1","Omnivore",38.94,113.72,"R",11,"LC",0.972202838379065,"Resident/low mobility","LC","LC/NE",-1.18741834696789,-0.0555402363646385
"Sitta yunnanensis","Passeriformes",0,0,9.87,"1","Carnivore",26.57,101.11,"R",4,"LC",0.994317152669637,"Resident/low mobility","LC","LC/NE",-1.15807030403246,-0.67699807807621
"Tichodroma muraria","Passeriformes",0,0,17.6,"2","Carnivore",37.22,78.71,"RSW",25,"LC",1.24551266781415,"Partial migrant","LC","LC/NE",-0.824707186063611,1.18737544705851
"Chelidorhynx hypoxanthus","Passeriformes",0,0,6,"1","Carnivore",25.38,95.37,"R",3,"LC",0.778151250383644,"Resident/low mobility","LC","LC/NE",-1.44494540665184,-0.765777769749292
"Culicicapa ceylonensis","Passeriformes",0,0,7.7,"1","Carnivore",17.21,103.12,"RSWV",20,"LC",0.886490725172482,"Resident/low mobility","LC","LC/NE",-1.30116742122906,0.743476988693097
"Acridotheres albocinctus","Passeriformes",0,0,98.9,"1","Omnivore",23.37,96.03,"R",1,"LC",1.99519629159718,"Resident/low mobility","LC","LC/NE",0.170202576440392,-0.943337153095455
"Acridotheres burmannicus","Passeriformes",0,0,89,"2","Omnivore",20.71,96.79,"R",1,"LC",1.94939000664491,"Partial migrant","LC","LC/NE",0.109412773065629,-0.943337153095455
"Acridotheres cristatellus","Passeriformes",1,1,116.31,"2","Omnivore",26.65,109.29,"R",23,"LC",2.06561705572687,"Partial migrant","LC","LC/NE",0.26365840699739,1.00981606371234
"Acridotheres grandis","Passeriformes",0,0,98.91,"1","Omnivore",17.79,101.37,"R",3,"LC",1.99524020186282,"Resident/low mobility","LC","LC/NE",0.170260850024834,-0.765777769749292
"Acridotheres javanicus","Passeriformes",0,0,93.5,"1","Omnivore",-7.35,110.16,"R",1,"VU",1.97081161087252,"Resident/low mobility","Threatened","Threatened/DD",0.137841516202626,-0.943337153095455
"Acridotheres tristis","Passeriformes",4,1,116.43,"2","Carnivore",27.06,81.59,"R",10,"LC",2.06606489745968,"Partial migrant","LC","LC/NE",0.26425274052408,-0.14431992803772
"Agropsar philippensis","Passeriformes",1,1,28.8,"3","Omnivore",40.4,141.25,"PW",10,"LC",1.45939248775923,"Full migrant","LC","LC/NE",-0.540865957423482,-0.14431992803772
"Agropsar sturninus","Passeriformes",1,1,49.4,"3","Omnivore",44.55,120.17,"SWP",31,"LC",1.69372694892365,"Full migrant","LC","LC/NE",-0.229879248220577,1.720053597097
"Ampeliceps coronatus","Passeriformes",0,0,87.87,"1","Herbivore",17.53,101.09,"VR",2,"LC",1.94384062640126,"Resident/low mobility","LC","LC/NE",0.102048156305835,-0.854557461422374
"Aplonis panayensis","Passeriformes",0,0,56.2,"1","Herbivore",3.77,109.47,"R",1,"LC",1.74973631556906,"Resident/low mobility","LC","LC/NE",-0.155548872180089,-0.943337153095455
"Gracula religiosa","Passeriformes",0,0,192,"1","Herbivore",12.45,101.59,"R",5,"LC",2.28330122870355,"Resident/low mobility","LC","LC/NE",0.552548416017765,-0.588218386403129
"Gracupica contra","Passeriformes",0,0,83.99,"1","Omnivore",22.47,88.11,"R",1,"LC",1.92422758126012,"Resident/low mobility","LC","LC/NE",0.0760195630908883,-0.943337153095455
"Gracupica nigricollis","Passeriformes",4,1,156.92,"1","Carnivore",20.71,104.39,"R",19,"LC",2.1956782994575,"Resident/low mobility","LC","LC/NE",0.436263486001307,0.654697297020015
"Pastor roseus","Passeriformes",1,1,72.97,"3","Omnivore",44.27,60.99,"SPV",10,"LC",1.86314434625267,"Full migrant","LC","LC/NE",-0.00504437495749986,-0.14431992803772
"Spodiopsar cineraceus","Passeriformes",1,1,83,"1","Carnivore",44.55,119.88,"SWP",33,"LC",1.91907809237607,"Resident/low mobility","LC","LC/NE",0.0691856446216705,1.89761298044316
"Spodiopsar sericeus","Passeriformes",5,1,65,"2","Omnivore",27.11,112,"RSW",26,"LC",1.81291335664286,"Partial migrant","LC","LC/NE",-0.0717062311827369,1.27615513873159
"Sturnia malabarica","Passeriformes",0,0,39.6,"2","Herbivore",21.65,95.06,"R",8,"LC",1.59769518592551,"Partial migrant","LC","LC/NE",-0.357323593390062,-0.321879311383884
"Sturnia pagodarum","Passeriformes",1,1,48.9,"1","Herbivore",23.8,77.37,"R",2,"LC",1.68930885912362,"Resident/low mobility","LC","LC/NE",-0.235742522452826,-0.854557461422374
"Sturnia sinensis","Passeriformes",1,1,61,"3","Carnivore",24.77,111.92,"RSW",14,"LC",1.78532983501077,"Full migrant","LC","LC/NE",-0.108312492924887,0.210798838654607
"Sturnus vulgaris","Passeriformes",4,1,77.14,"2","Omnivore",50.32,52.41,"SPV",26,"LC",1.88727963453002,"Partial migrant","LC","LC/NE",0.0269857150247501,1.27615513873159
"Sylvia atricapilla","Passeriformes",1,1,16.7,"3","Omnivore",51.6,26.37,"S",1,"LC",1.22271647114758,"Full migrant","LC","LC/NE",-0.854960159307285,-0.943337153095455
"Cyanoderma chrysaeum","Passeriformes",0,0,9,"1","Carnivore",21.39,98.45,"R",2,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE",-1.21125361031506,-0.854557461422374
"Cyanoderma pyrrhops","Passeriformes",1,1,9.59,"1","Carnivore",29.66,80.76,"R",1,"LC",0.981818607170664,"Resident/low mobility","LC","LC/NE",-1.1746572008774,-0.943337153095455
"Cyanoderma ruficeps","Passeriformes",0,0,10.3,"1","Carnivore",27.11,106.57,"RW",17,"LC",1.01283722470517,"Resident/low mobility","LC","LC/NE",-1.13349220216937,0.477137913673852
"Erythrogenys erythrocnemis","Passeriformes",0,0,58.15,"1","Carnivore",23.8,121.09,"R",1,"LC",1.76454971906447,"Resident/low mobility","LC","LC/NE",-0.135889913005924,-0.943337153095455
"Erythrogenys gravivox","Passeriformes",0,0,58.15,"1","Carnivore",29.76,104.64,"R",10,"LC",1.76454971906447,"Resident/low mobility","LC","LC/NE",-0.135889913005924,-0.14431992803772
"Erythrogenys hypoleucos","Passeriformes",1,1,75.6,"1","Carnivore",19.03,101.01,"R",3,"LC",1.87852179550121,"Resident/low mobility","LC","LC/NE",0.0153631328156849,-0.765777769749292
"Erythrogenys swinhoei","Passeriformes",0,0,58.15,"1","Carnivore",26.93,114.22,"R",7,"LC",1.76454971906447,"Resident/low mobility","LC","LC/NE",-0.135889913005924,-0.410659003056965
"Mixornis gularis","Passeriformes",1,1,11.83,"1","Carnivore",17.47,98.32,"R",2,"LC",1.07298474462793,"Resident/low mobility","LC","LC/NE",-1.05367005738303,-0.854557461422374
"Pomatorhinus ferruginosus","Passeriformes",0,0,40,"1","Carnivore",27.87,92.08,"R",2,"LC",1.60205999132796,"Resident/low mobility","LC","LC/NE",-0.351531033210591,-0.854557461422374
"Pomatorhinus musicus","Passeriformes",0,0,31.61,"1","Carnivore",23.76,121.01,"R",1,"LC",1.49982449583958,"Resident/low mobility","LC","LC/NE",-0.487208390043536,-0.943337153095455
"Pomatorhinus ochraceiceps","Passeriformes",0,0,34,"1","Carnivore",22.02,98.7,"R",1,"LC",1.53147891704226,"Resident/low mobility","LC","LC/NE",-0.445199612364713,-0.943337153095455
"Pomatorhinus ruficollis","Passeriformes",0,0,31.61,"1","Carnivore",26.98,106.02,"R",18,"LC",1.49982449583958,"Resident/low mobility","LC","LC/NE",-0.487208390043536,0.565917605346933
"Pomatorhinus schisticeps","Passeriformes",1,1,43,"1","Omnivore",20.81,97.25,"R",1,"LC",1.63346845557959,"Resident/low mobility","LC","LC/NE",-0.309848666519008,-0.943337153095455
"Pomatorhinus superciliaris","Passeriformes",1,1,28,"1","Omnivore",24.98,95.38,"R",1,"LC",1.44715803134222,"Resident/low mobility","LC","LC/NE",-0.557102380018378,-0.943337153095455
"Spelaeornis badeigularis","Passeriformes",0,0,6,"1","Carnivore",28.16,96.05,"R",1,"NT",0.778151250383644,"Resident/low mobility","NT","NT",-1.44494540665184,-0.943337153095455
"Spelaeornis caudatus","Passeriformes",0,0,11,"1","Carnivore",27.6,91.45,"R",1,"LC",1.04139268515823,"Resident/low mobility","LC","LC/NE",-1.09559607442127,-0.943337153095455
"Spelaeornis chocolatinus","Passeriformes",0,0,11.83,"1","Carnivore",26.32,94.46,"R",2,"VU",1.07298474462793,"Resident/low mobility","Threatened","Threatened/DD",-1.05367005738303,-0.854557461422374
"Spelaeornis kinneari","Passeriformes",0,0,11.83,"1","Carnivore",22.11,104,"R",1,"VU",1.07298474462793,"Resident/low mobility","Threatened","Threatened/DD",-1.05367005738303,-0.943337153095455
"Spelaeornis troglodytoides","Passeriformes",0,0,7,"1","Carnivore",28.68,101.27,"R",9,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE",-1.35609990908622,-0.233099619710802
"Stachyris humei","Passeriformes",1,1,34.1,"1","Carnivore",27.84,92.77,"R",1,"NT",1.5327543789925,"Resident/low mobility","NT","NT",-0.443506938941229,-0.943337153095455
"Stachyris nigriceps","Passeriformes",0,0,15.8,"1","Carnivore",17.51,100.77,"R",3,"LC",1.19865708695442,"Resident/low mobility","LC","LC/NE",-0.886889516511088,-0.765777769749292
"Stachyris nonggangensis","Passeriformes",1,1,29,"1","Carnivore",22.42,106.94,"R",1,"VU",1.46239799789896,"Resident/low mobility","Threatened","Threatened/DD",-0.536877326373722,-0.943337153095455
"Stachyris roberti","Passeriformes",0,0,34.1,"1","Carnivore",25.07,97.93,"R",1,"NT",1.5327543789925,"Resident/low mobility","NT","NT",-0.443506938941229,-0.943337153095455
"Stachyris strialata","Passeriformes",0,0,28,"1","Carnivore",16.8,101.66,"R",4,"LC",1.44715803134222,"Resident/low mobility","LC","LC/NE",-0.557102380018378,-0.67699807807621
"Timalia pileata","Passeriformes",1,1,16,"1","Carnivore",20.23,100.09,"R",5,"LC",1.20411998265592,"Resident/low mobility","LC","LC/NE",-0.879639673920771,-0.588218386403129
"Troglodytes troglodytes","Passeriformes",0,0,9.74,"3","Carnivore",46.78,62.81,"RSWP",27,"LC",0.988558956878616,"Full migrant","LC","LC/NE",-1.16571204119352,1.36493483040467
"Cochoa purpurea","Passeriformes",0,0,103,"1","Omnivore",24.16,98.45,"R",4,"LC",2.01283722470517,"Resident/low mobility","LC","LC/NE",0.19361396760865,-0.67699807807621
"Cochoa viridis","Passeriformes",0,0,120,"1","Omnivore",20.3,100.59,"R",3,"LC",2.07918124604762,"Resident/low mobility","LC","LC/NE",0.281659527660104,-0.765777769749292
"Geokichla citrina","Passeriformes",2,1,53.3,"3","Omnivore",21.21,95.99,"RSP",16,"LC",1.72672720902657,"Full migrant","LC","LC/NE",-0.186084399433706,0.38835822200077
"Geokichla sibirica","Passeriformes",0,0,75.5,"3","Omnivore",58.04,118.51,"SWP",30,"LC",1.87794695162919,"Full migrant","LC","LC/NE",0.0146002539664703,1.63127390542391
"Grandala coelicolor","Passeriformes",1,1,45.6,"2","Omnivore",31.87,94.75,"R",6,"LC",1.65896484266444,"Partial migrant","LC","LC/NE",-0.276012253911657,-0.499438694730047
"Turdus albocinctus","Passeriformes",0,0,99.4,"2","Omnivore",28.91,86.49,"R",4,"LC",1.99738638439731,"Partial migrant","LC","LC/NE",0.173109062107836,-0.67699807807621
"Turdus atrogularis","Passeriformes",0,0,106,"3","Omnivore",58.58,84.94,"WP",11,"LC",2.02530586526477,"Full migrant","LC","LC/NE",0.210161177424038,-0.0555402363646385
"Turdus boulboul","Passeriformes",10,1,97.1,"2","Omnivore",24.7,97.64,"S",9,"LC",1.987219229908,"Partial migrant","LC","LC/NE",0.159616168655989,-0.233099619710802
"Turdus cardis","Passeriformes",2,1,58.9,"3","Omnivore",34.4,125.98,"SWP",20,"LC",1.7701152947871,"Full migrant","LC","LC/NE",-0.128503803126049,0.743476988693097
"Turdus chrysolaus","Passeriformes",0,0,65.4,"3","Omnivore",42.71,141.52,"SWP",12,"LC",1.81557774832427,"Full migrant","LC","LC/NE",-0.0681703005436301,0.0332394553084432
"Turdus dissimilis","Passeriformes",0,0,74.99,"1","Omnivore",23.83,100.95,"RP",4,"LC",1.87500335360004,"Resident/low mobility","LC","LC/NE",0.0106937868606426,-0.67699807807621
"Turdus eunomus","Passeriformes",0,0,73.18,"3","Omnivore",65.31,128.61,"WP",33,"LC",1.86439240515059,"Full migrant","LC","LC/NE",-0.00338806829382209,1.89761298044316
"Turdus feae","Passeriformes",3,1,71,"3","Omnivore",38.78,113.66,"SP",7,"VU",1.85125834871908,"Full migrant","Threatened","Threatened/DD",-0.0208183556182963,-0.410659003056965
"Turdus hortulorum","Passeriformes",0,0,66.7,"3","Carnivore",50.79,131.93,"SWPV",31,"LC",1.82412583391655,"Full migrant","LC","LC/NE",-0.0568260834143224,1.720053597097
"Turdus iliacus","Passeriformes",0,0,61.2,"3","Omnivore",61.67,73.85,"P",1,"NT",1.78675142214556,"Full migrant","NT","NT",-0.106425895867425,-0.943337153095455
"Turdus kessleri","Passeriformes",0,0,76.26,"3","Omnivore",33.75,99.56,"R",5,"LC",1.88229680093765,"Full migrant","LC","LC/NE",0.0203729658213369,-0.588218386403129
"Turdus mandarinus","Passeriformes",2,1,102.73,"1","Omnivore",28.89,110.24,"RW",26,"LC",2.01169728811414,"Resident/low mobility","LC","LC/NE",0.19210115072554,1.27615513873159
"Turdus maximus","Passeriformes",0,0,89.5,"1","Omnivore",30.58,87.12,"R",1,"LC",1.95182303531591,"Resident/low mobility","LC","LC/NE",0.112641660426159,-0.943337153095455
"Turdus merula","Passeriformes",0,0,102.73,"1","Omnivore",49.18,28.15,"R",2,"LC",2.01169728811414,"Resident/low mobility","LC","LC/NE",0.19210115072554,-0.854557461422374
"Turdus naumanni","Passeriformes",1,1,73.18,"3","Omnivore",58.7,118.29,"WP",32,"LC",1.86439240515059,"Full migrant","LC","LC/NE",-0.00338806829382209,1.80883328877008
"Turdus niveiceps","Passeriformes",0,0,61.61,"1","Omnivore",23.75,121.12,"R",1,"LC",1.78965120879341,"Resident/low mobility","LC","LC/NE",-0.102577571116025,-0.943337153095455
"Turdus obscurus","Passeriformes",0,0,62.6,"3","Omnivore",58.62,115.87,"WP",33,"LC",1.79657433321043,"Full migrant","LC","LC/NE",-0.0933898499880569,1.89761298044316
"Turdus pallidus","Passeriformes",0,0,72.1,"3","Omnivore",44.96,131.58,"SWP",34,"LC",1.85793526471943,"Full migrant","LC","LC/NE",-0.0119573791991373,1.98639267211624
"Turdus philomelos","Passeriformes",0,0,67.74,"3","Omnivore",55.86,48.89,"S",1,"LC",1.83084519230861,"Full migrant","LC","LC/NE",-0.0479087814352664,-0.943337153095455
"Turdus pilaris","Passeriformes",2,1,106,"3","Carnivore",58.85,70.26,"SWPV",4,"LC",2.02530586526477,"Full migrant","LC","LC/NE",0.210161177424038,-0.67699807807621
"Turdus rubrocanus","Passeriformes",4,1,92.2,"1","Omnivore",31.88,100.16,"R",13,"LC",1.96473092105363,"Resident/low mobility","LC","LC/NE",0.129771795227473,0.122019146981525
"Turdus ruficollis","Passeriformes",1,1,80.55,"3","Omnivore",51.16,100.43,"SWPV",20,"LC",1.90606554475524,"Full migrant","LC","LC/NE",0.0519166123895272,0.743476988693097
"Turdus unicolor","Passeriformes",0,0,64.19,"1","Omnivore",31.78,78.11,"R",1,"LC",1.80746737568428,"Resident/low mobility","LC","LC/NE",-0.0789336261133588,-0.943337153095455
"Turdus viscivorus","Passeriformes",2,1,117.37,"1","Omnivore",51.99,46.29,"R",1,"LC",2.0695571045827,"Resident/low mobility","LC","LC/NE",0.268887270143179,-0.943337153095455
"Zoothera aurea","Passeriformes",0,0,134.13,"3","Carnivore",52.79,108.76,"SPW",34,"LC",2.12752592458769,"Full migrant","LC","LC/NE",0.345818048826566,1.98639267211624
"Zoothera dauma","Passeriformes",0,0,134.13,"3","Carnivore",25.36,95.6,"SWP",6,"LC",2.12752592458769,"Full migrant","LC","LC/NE",0.345818048826566,-0.499438694730047
"Zoothera dixoni","Passeriformes",2,1,90,"1","Carnivore",27.47,97.95,"WP",7,"LC",1.95424250943932,"Resident/low mobility","LC","LC/NE",0.115852559462958,-0.410659003056965
"Zoothera griseiceps","Passeriformes",0,0,98.19,"1","Omnivore",30.2,101.79,"S",3,"LC",1.99206726002767,"Resident/low mobility","LC","LC/NE",0.166050019339062,-0.765777769749292
"Zoothera marginata","Passeriformes",0,0,81,"2","Carnivore",21.61,98.94,"P",1,"LC",1.90848501887865,"Partial migrant","LC","LC/NE",0.0551275114263268,-0.943337153095455
"Zoothera mollissima","Passeriformes",2,1,98.19,"1","Omnivore",29.59,92.85,"RS",6,"LC",1.99206726002767,"Resident/low mobility","LC","LC/NE",0.166050019339062,-0.499438694730047
"Zoothera monticola","Passeriformes",2,1,126,"1","Carnivore",26.9,88.92,"R",1,"LC",2.10037054511756,"Resident/low mobility","LC","LC/NE",0.309779977189091,-0.943337153095455
"Zoothera salimalii","Passeriformes",0,0,98.19,"1","Omnivore",27.74,90.72,"R",1,"LC",1.99206726002767,"Resident/low mobility","LC","LC/NE",0.166050019339062,-0.943337153095455
"Urocynchramus pylzowi","Passeriformes",0,0,28.62,"1","Herbivore",33.82,100.08,"R",4,"LC",1.45666962942376,"Resident/low mobility","LC","LC/NE",-0.54447947951992,-0.67699807807621
"Hemipus picatus","Passeriformes",0,0,8.98,"1","Carnivore",16.08,97.88,"R",5,"LC",0.953276336667304,"Resident/low mobility","LC","LC/NE",-1.21253582416188,-0.588218386403129
"Erpornis zantholeuca","Passeriformes",1,1,11.8,"1","Omnivore",17.04,104.89,"R",9,"LC",1.07188200730613,"Resident/low mobility","LC","LC/NE",-1.05513350688644,-0.233099619710802
"Pteruthius aeralatus","Passeriformes",0,0,38.2,"1","Carnivore",22.37,102.9,"R",11,"LC",1.58206336291171,"Resident/low mobility","LC","LC/NE",-0.378068682156559,-0.0555402363646385
"Pteruthius melanotis","Passeriformes",0,0,13.3,"1","Carnivore",23.62,97.68,"R",3,"LC",1.12385164096709,"Resident/low mobility","LC","LC/NE",-0.986164285413879,-0.765777769749292
"Pteruthius rufiventer","Passeriformes",1,1,43,"1","Carnivore",26.59,94.07,"R",1,"LC",1.63346845557959,"Resident/low mobility","LC","LC/NE",-0.309848666519008,-0.943337153095455
"Pteruthius xanthochlorus","Passeriformes",3,1,14.3,"1","Omnivore",29.11,96.27,"R",8,"LC",1.15533603746506,"Resident/low mobility","LC","LC/NE",-0.944381148569678,-0.321879311383884
"Yuhina brunneiceps","Passeriformes",0,0,12.49,"1","Omnivore",23.79,121.11,"R",1,"LC",1.09656243837414,"Resident/low mobility","LC","LC/NE",-1.02237995454331,-0.943337153095455
"Yuhina flavicollis","Passeriformes",0,0,16.91,"1","Carnivore",25.82,93.08,"R",2,"LC",1.22814360759774,"Resident/low mobility","LC","LC/NE",-0.847757773040052,-0.854557461422374
"Yuhina gularis","Passeriformes",0,0,20.78,"1","Carnivore",26.77,94.62,"R",4,"LC",1.31764554322116,"Resident/low mobility","LC","LC/NE",-0.72897920206714,-0.67699807807621
"Yuhina nigrimenta","Passeriformes",2,1,9.5,"1","Omnivore",26.12,104.49,"R",7,"LC",0.977723605288848,"Resident/low mobility","LC","LC/NE",-1.18009170314001,-0.410659003056965
"Yuhina occipitalis","Passeriformes",0,0,13,"1","Omnivore",26.6,95.77,"R",3,"LC",1.11394335230684,"Resident/low mobility","LC","LC/NE",-0.999313636426837,-0.765777769749292
"Zosterops erythropleurus","Passeriformes",1,1,11,"3","Carnivore",46.62,131.55,"SWP",30,"LC",1.04139268515823,"Full migrant","LC","LC/NE",-1.09559607442127,1.63127390542391
"Zosterops japonicus","Passeriformes",0,0,11.29,"1","Omnivore",28.08,130.91,"RSWP",28,"LC",1.05269394192497,"Resident/low mobility","LC","LC/NE",-1.08059810683988,1.45371452207775
"Zosterops meyeni","Passeriformes",1,1,10,"1","Omnivore",15.68,121.37,"R",1,"LC",1,"Resident/low mobility","LC","LC/NE",-1.15052856227843,-0.943337153095455
"Zosterops palpebrosus","Passeriformes",0,0,8.6,"1","Omnivore",22.22,90.83,"RSW",5,"LC",0.934498451243568,"Resident/low mobility","LC","LC/NE",-1.23745607176311,-0.588218386403129
"Ardea alba","Pelecaniformes",0,0,871.33,"2","Carnivore",10.02,28.87,"RSWP",33,"LC",2.94018266710439,"Partial migrant","LC","LC/NE",1.42429982573218,1.89761298044316
"Ardea cinerea","Pelecaniformes",0,0,1443,"1","Carnivore",27.14,60.83,"RSWP",34,"LC",3.15926633109349,"Resident/low mobility","LC","LC/NE",1.7150471079097,1.98639267211624
"Ardea insignis","Pelecaniformes",0,0,2024,"1","Carnivore",27.28,93.73,"R",2,"CR",3.30621050816776,"Resident/low mobility","Threatened","Threatened/DD",1.91005763191791,-0.854557461422374
"Ardea intermedia","Pelecaniformes",2,1,458.83,"2","Carnivore",21.5,99.46,"RSWP",26,"LC",2.66165180593479,"Partial migrant","LC","LC/NE",1.05465980140042,1.27615513873159
"Ardea purpurea","Pelecaniformes",1,1,1064.48,"3","Carnivore",14.68,50.93,"RSWP",31,"LC",3.02713750610197,"Full migrant","LC","LC/NE",1.53969812905793,1.720053597097
"Ardeola bacchus","Pelecaniformes",1,1,304.89,"2","Carnivore",33.13,113.88,"RSW",33,"LC",2.48414318029834,"Partial migrant","LC","LC/NE",0.819087009129473,1.89761298044316
"Ardeola grayii","Pelecaniformes",2,1,253,"2","Carnivore",23.21,79.73,"V",2,"LC",2.40312052117582,"Partial migrant","LC","LC/NE",0.711561338316149,-0.854557461422374
"Ardeola speciosa","Pelecaniformes",1,1,253,"2","Carnivore",-0.16,115.46,"V",1,"LC",2.40312052117582,"Partial migrant","LC","LC/NE",0.711561338316149,-0.943337153095455
"Botaurus stellaris","Pelecaniformes",0,0,1319.45,"2","Carnivore",50.39,77.93,"SWP",32,"LC",3.12039293746207,"Partial migrant","LC","LC/NE",1.66345798738123,1.80883328877008
