"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","phylo_species"
"Falco tinnunculus","Aves","FALCONIFORMES","Falconidae","Falco","Falco tinnunculus","Falconiformes","Falconidae","Falco",10,9,0,0,183.21,51,"Shrubland",3,"3","Carnivore","Vertivore",49037026.09,36.82,63.63,"否","食虫，食肉","4-5","RWP",34,4.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.26294917471553,3.95124371858143,3.55534806148941,1.70474809223843,2.30258509299405,"Falco_tinnunculus","Falco_tinnunculus"
"Falco vespertinus","Aves","FALCONIFORMES","Falconidae","Falco","Falco vespertinus","Falconiformes","Falconidae","Falco",10,9,0,0,151.49,55.6,"Grassland",3,"3","Carnivore","Invertivore",9360235.41,55.76,65.23,"否","食虫，食肉","3-4","R",1,3.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",2.18038396558976,4.03600898520914,0.693147180559945,1.50407739677627,2.30258509299405,"Falco_vespertinus","Falco_vespertinus"
"Microhierax caerulescens","Aves","FALCONIFORMES","Falconidae","Microhierax","Microhierax caerulescens","Falconiformes","Falconidae","Microhierax",2,1,0,0,38.72,39.2,"Forest",2,"1","Carnivore","Invertivore",1206450.7,18.66,98.76,"否","食肉，食虫","4-5","R",1,4.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.58793534863636,3.69386699562498,0.693147180559945,1.70474809223843,0.693147180559945,"Microhierax_caerulescens","Microhierax_caerulescens"
"Alectoris chukar","Aves","GALLIFORMES","Phasianidae","Alectoris","Alectoris chukar","Galliformes","Phasianidae","Alectoris",2,1,0,0,502.1,29,"Shrubland",3,"1","Herbivore","Granivore",10343343.08,39.84,78.69,"否","杂食性","7-17","R",14,12,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.70079022137435,3.40119738166216,2.70805020110221,2.56494935746154,0.693147180559945,"Alectoris_chukar","Alectoris_chukar"
"Alectoris magna","Aves","GALLIFORMES","Phasianidae","Alectoris","Alectoris magna","Galliformes","Phasianidae","Alectoris",2,1,0,0,541.35,26.8,"Rock",3,"1","Herbivore","Herbivore terrestrial",624646.35,36.72,100.28,"是","杂食性","7-20","R",3,13.5,"Endemic","Resident_low","Plant_seed","Non_forest",2.73347814111519,3.32503602069659,1.38629436111989,2.67414864942653,0.693147180559945,"Alectoris_magna","Alectoris_magna"
"Arborophila gingica","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila gingica","Galliformes","Phasianidae","Arborophila",9,8,0,0,253,28,"Woodland",1,"1","Herbivore","Omnivore",396418.35,25.73,115.23,"是","杂食性","5-7","R",6,6,"Endemic","Resident_low","Omnivore","Forest_primary",2.40312052117582,3.36729582998647,1.94591014905531,1.94591014905531,2.19722457733622,"Arborophila_gingica","Arborophila_gingica"
"Arborophila rufipectus","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila rufipectus","Galliformes","Phasianidae","Arborophila",9,8,0,0,400.11,19.1,"Forest",1,"1","Herbivore","Omnivore",7707.36,28.66,103.57,"是","杂食性","3-7","R",2,5,"Endemic","Resident_low","Omnivore","Forest_primary",2.60217940589174,3.00071981506503,1.09861228866811,1.79175946922805,2.19722457733622,"Arborophila_rufipectus","Arborophila_rufipectus"
"Arborophila rufogularis","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila rufogularis","Galliformes","Phasianidae","Arborophila",9,8,0,0,344.46,25.5,"Forest",1,"1","Herbivore","Omnivore",1245539.71,23.19,96.06,"否","杂食性","4-5","R",2,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.53713879725126,3.27714473299218,1.09861228866811,1.70474809223843,2.19722457733622,"Arborophila_rufogularis","Arborophila_rufogularis"
"Arborophila torqueola","Aves","GALLIFORMES","Phasianidae","Arborophila","Arborophila torqueola","Galliformes","Phasianidae","Arborophila",9,8,0,0,344.46,25.2,"Forest",1,"1","Herbivore","Omnivore",721402.09,27.19,92.18,"否","杂食性","3-5","R",2,4,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.53713879725126,3.26575941076705,1.09861228866811,1.6094379124341,2.19722457733622,"Arborophila_torqueola","Arborophila_torqueola"
"Bambusicola fytchii","Aves","GALLIFORMES","Phasianidae","Bambusicola","Bambusicola fytchii","Galliformes","Phasianidae","Bambusicola",3,2,0,0,313.65,18.5,"Forest",2,"1","Herbivore","Omnivore",550319.01,22.96,97.93,"否","杂食性","4-5","R",4,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.49644529187335,2.9704144655697,1.6094379124341,1.70474809223843,1.09861228866811,"Bambusicola_fytchii","Bambusicola_fytchii"
"Bambusicola thoracicus","Aves","GALLIFORMES","Phasianidae","Bambusicola","Bambusicola thoracicus","Galliformes","Phasianidae","Bambusicola",3,2,0,0,264.79,23.9,"Forest",2,"1","Herbivore","Omnivore",1284965.77,28.51,112.46,"是","杂食性","5-12","R",17,8.5,"Endemic","Resident_low","Omnivore","Forest_primary",2.42290157960896,3.21486780347066,2.89037175789616,2.2512917986065,1.09861228866811,"Bambusicola_thoracicus","Bambusicola_thoracicus"
"Chrysolophus amherstiae","Aves","GALLIFORMES","Phasianidae","Chrysolophus","Chrysolophus amherstiae","Galliformes","Phasianidae","Chrysolophus",2,1,0,0,732.47,17.3,"Forest",1,"1","Omnivore","Omnivore",384241.58,27.2,101.1,"否","杂食性","6-9","R",5,7.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.86478984185718,2.90690105984738,1.79175946922805,2.14006616349627,0.693147180559945,"Chrysolophus_amherstiae","Chrysolophus_amherstiae"
"Chrysolophus pictus","Aves","GALLIFORMES","Phasianidae","Chrysolophus","Chrysolophus pictus","Galliformes","Phasianidae","Chrysolophus",2,1,2,1,555.2,21.2,"Forest",1,"1","Herbivore","Herbivore terrestrial",969402.26,29.7,105.87,"是","杂食性","5-9","R",12,7,"Endemic","Resident_low","Plant_seed","Forest_primary",2.7444494574468,3.10009228887823,2.56494935746154,2.07944154167984,0.693147180559945,"Chrysolophus_pictus","Chrysolophus_pictus"
"Coturnix coturnix","Aves","GALLIFORMES","Phasianidae","Coturnix","Coturnix coturnix","Galliformes","Phasianidae","Coturnix",2,1,0,0,96.28,41,"Human Modified",3,"3","Herbivore","Granivore",21283218.76,44.69,52.94,"否","杂食性","9-15","SW",2,12,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",1.98353608160299,3.73766961828337,1.09861228866811,2.56494935746154,0.693147180559945,"Coturnix_coturnix","Coturnix_coturnix"
"Coturnix japonica","Aves","GALLIFORMES","Phasianidae","Coturnix","Coturnix japonica","Galliformes","Phasianidae","Coturnix",2,1,0,0,94.78,39.4,"Grassland",3,"3","Herbivore","Omnivore",3249717.59,49.71,124.3,"否","杂食性","9-15","SWP",32,12,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",1.97671670436338,3.6988297849671,3.49650756146648,2.56494935746154,0.693147180559945,"Coturnix_japonica","Coturnix_japonica"
"Crossoptilon auritum","Aves","GALLIFORMES","Phasianidae","Crossoptilon","Crossoptilon auritum","Galliformes","Phasianidae","Crossoptilon",4,3,0,0,1768.33,15.7,"Forest",1,"1","Herbivore","Omnivore",512906.05,35.13,102.09,"是","杂食性","6-12","R",5,9,"Endemic","Resident_low","Omnivore","Forest_primary",3.24756331486569,2.81540871942271,1.79175946922805,2.30258509299405,1.38629436111989,"Crossoptilon_auritum","Crossoptilon_auritum"
"Crossoptilon crossoptilon","Aves","GALLIFORMES","Phasianidae","Crossoptilon","Crossoptilon crossoptilon","Galliformes","Phasianidae","Crossoptilon",4,3,0,0,2075.25,15.8,"Forest",1,"1","Herbivore","Herbivore terrestrial",171921.78,29.47,98.63,"是","杂食性","4-7","R",4,5.5,"Endemic","Resident_low","Plant_seed","Forest_primary",3.31707042253265,2.82137888640921,1.6094379124341,1.87180217690159,1.38629436111989,"Crossoptilon_crossoptilon","Crossoptilon_crossoptilon"
"Crossoptilon mantchuricum","Aves","GALLIFORMES","Phasianidae","Crossoptilon","Crossoptilon mantchuricum","Galliformes","Phasianidae","Crossoptilon",4,3,1,1,1860.85,18.4,"Forest",1,"1","Herbivore","Herbivore terrestrial",146706.15,38.16,112.72,"是","杂食性","6-9","R",4,7.5,"Endemic","Resident_low","Plant_seed","Forest_primary",3.26971136679127,2.96527306606928,1.6094379124341,2.14006616349627,1.38629436111989,"Crossoptilon_mantchuricum","Crossoptilon_mantchuricum"
"Francolinus pintadeanus","Aves","GALLIFORMES","Phasianidae","Francolinus","Francolinus pintadeanus","Galliformes","Phasianidae","Francolinus",1,0,0,0,310,25,"Forest",2,"1","Herbivore","Omnivore",2072227.73,20.91,106.09,"否","杂食性","3-6","R",11,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.49136169383427,3.25809653802148,2.484906649788,1.70474809223843,0,"Francolinus_pintadeanus","Francolinus_pintadeanus"
"Gallus gallus","Aves","GALLIFORMES","Phasianidae","Gallus","Gallus gallus","Galliformes","Phasianidae","Gallus",1,0,0,0,751.72,22.5,"Forest",1,"1","Herbivore","Omnivore",5096258.34,16.29,100.19,"否","杂食性","6-8","R",4,7,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.87605610508724,3.15700042115011,1.6094379124341,2.07944154167984,0,"Gallus_gallus","Gallus_gallus"
"Ithaginis cruentus","Aves","GALLIFORMES","Phasianidae","Ithaginis","Ithaginis cruentus","Galliformes","Phasianidae","Ithaginis",1,0,0,0,530.67,25.1,"Shrubland",2,"1","Herbivore","Omnivore",657902.92,31.22,100.53,"否","杂食性","4-8","R",6,6,"Non_endemic","Resident_low","Omnivore","Non_forest",2.72482453665383,3.26193531432865,1.94591014905531,1.94591014905531,0,"Ithaginis_cruentus","Ithaginis_cruentus"
"Lagopus lagopus","Aves","GALLIFORMES","Phasianidae","Lagopus","Lagopus lagopus","Galliformes","Phasianidae","Lagopus",2,1,0,0,566.86,39,"Grassland",3,"1","Herbivore","Herbivore terrestrial",24300173.65,62.32,35.69,"否","杂食性","7-8","R",2,7.5,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.75347581244665,3.68887945411394,1.09861228866811,2.14006616349627,0.693147180559945,"Lagopus_lagopus","Lagopus_lagopus"
"Lagopus muta","Aves","GALLIFORMES","Phasianidae","Lagopus","Lagopus muta","Galliformes","Phasianidae","Lagopus",2,1,0,0,535.3,46.1,"Grassland",3,"1","Herbivore","Herbivore terrestrial",14996056.99,65.52,23.92,"否","杂食性","6-12","R",1,9,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.72859724338343,3.85227300102237,0.693147180559945,2.30258509299405,0.693147180559945,"Lagopus_muta","Lagopus_muta"
"Lophophorus impejanus","Aves","GALLIFORMES","Phasianidae","Lophophorus","Lophophorus impejanus","Galliformes","Phasianidae","Lophophorus",3,2,0,0,2066.51,21.1,"Forest",3,"1","Herbivore","Omnivore",480828.14,30.81,83.11,"否","杂食性","4-6","R",2,5,"Non_endemic","Resident_low","Omnivore","Forest_primary",3.31523751120704,3.09557760852371,1.09861228866811,1.79175946922805,1.09861228866811,"Lophophorus_impejanus","Lophophorus_impejanus"
"Lophophorus lhuysii","Aves","GALLIFORMES","Phasianidae","Lophophorus","Lophophorus lhuysii","Galliformes","Phasianidae","Lophophorus",3,2,0,0,3008,26.3,"Shrubland",2,"1","Herbivore","Herbivore terrestrial",175682.11,32.05,101.2,"是","杂食性","3-5","R",5,4,"Endemic","Resident_low","Plant_seed","Non_forest",3.4782778319196,3.30688670219091,1.79175946922805,1.6094379124341,1.09861228866811,"Lophophorus_lhuysii","Lophophorus_lhuysii"
"Lophophorus sclateri","Aves","GALLIFORMES","Phasianidae","Lophophorus","Lophophorus sclateri","Galliformes","Phasianidae","Lophophorus",3,2,0,0,2500,27,"Forest",2,"1","Herbivore","Omnivore",172831.15,28.17,96.57,"否","杂食性","2-5","R",2,3.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",3.39794000867204,3.3322045101752,1.09861228866811,1.50407739677627,1.09861228866811,"Lophophorus_sclateri","Lophophorus_sclateri"
"Lophura leucomelanos","Aves","GALLIFORMES","Phasianidae","Lophura","Lophura leucomelanos","Galliformes","Phasianidae","Lophura",3,2,1,1,867.98,17.8,"Forest",1,"1","Omnivore","Omnivore",1305465.96,24.81,92.8,"否","杂食性","5-15","R",2,10,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.93850971827591,2.9338568698359,1.09861228866811,2.39789527279837,1.09861228866811,"Lophura_leucomelanos","Lophura_leucomelanos"
"Lophura nycthemera","Aves","GALLIFORMES","Phasianidae","Lophura","Lophura nycthemera","Galliformes","Phasianidae","Lophura",3,2,2,1,1230,19.5,"Forest",1,"1","Herbivore","Omnivore",1072525.93,21.5,103.56,"否","杂食性","4-8","R",11,6,"Non_endemic","Resident_low","Omnivore","Forest_primary",3.0899051114394,3.02042488614436,2.484906649788,1.94591014905531,1.09861228866811,"Lophura_nycthemera","Lophura_nycthemera"
"Lophura swinhoii","Aves","GALLIFORMES","Phasianidae","Lophura","Lophura swinhoii","Galliformes","Phasianidae","Lophura",3,2,0,0,1100,24.9,"Forest",1,"1","Herbivore","Omnivore",15278.8,23.79,121.1,"是","杂食性","3-7","R",1,5,"Endemic","Resident_low","Omnivore","Forest_primary",3.04139268515822,3.25424296870549,0.693147180559945,1.79175946922805,1.09861228866811,"Lophura_swinhoii","Lophura_swinhoii"
"Pavo muticus","Aves","GALLIFORMES","Phasianidae","Pavo","Pavo muticus","Galliformes","Phasianidae","Pavo",1,0,0,0,2205.71,22,"Woodland",2,"1","Carnivore","Invertivore",1114252.33,16.26,100.99,"否","杂食性","5-6","R",2,5.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",3.34354841214821,3.13549421592915,1.09861228866811,1.87180217690159,0,"Pavo_muticus","Pavo_muticus"
"Perdix dauurica","Aves","GALLIFORMES","Phasianidae","Perdix","Perdix dauurica","Galliformes","Phasianidae","Perdix",3,2,0,0,263.41,34.8,"Grassland",3,"1","Herbivore","Omnivore",7620113.07,47.34,105.44,"否","杂食性","14-17","R",13,15.5,"Non_endemic","Resident_low","Omnivore","Non_forest",2.42063225833412,3.57794789340665,2.63905732961526,2.80336038090653,1.09861228866811,"Perdix_dauurica","Perdix_dauurica"
"Perdix hodgsoniae","Aves","GALLIFORMES","Phasianidae","Perdix","Perdix hodgsoniae","Galliformes","Phasianidae","Perdix",3,2,1,1,363.73,29,"Grassland",3,"2","Omnivore","Omnivore",1000982.76,31.8,93.28,"否","杂食性","8-12","R",6,10,"Non_endemic","Partial_migrant","Omnivore","Non_forest",2.56077912260308,3.40119738166216,1.94591014905531,2.39789527279837,1.09861228866811,"Perdix_hodgsoniae","Perdix_hodgsoniae"
"Perdix perdix","Aves","GALLIFORMES","Phasianidae","Perdix","Perdix perdix","Galliformes","Phasianidae","Perdix",3,2,0,0,405.3,33.8,"Grassland",3,"1","Herbivore","Omnivore",10032916.79,52.09,41.6,"否","杂食性","14-20","R",1,17,"Non_endemic","Resident_low","Omnivore","Non_forest",2.60777660374169,3.54961738678043,0.693147180559945,2.89037175789616,1.09861228866811,"Perdix_perdix","Perdix_perdix"
"Phasianus colchicus","Aves","GALLIFORMES","Phasianidae","Phasianus","Phasianus colchicus","Galliformes","Phasianidae","Phasianus",1,0,1,1,1120.31,25.8,"Human Modified",2,"1","Herbivore","Omnivore",7426719.32,38.76,101.53,"否","杂食性","4-8","R",31,6,"Non_endemic","Resident_low","Omnivore","Non_forest",3.04933821254591,3.28840188751681,3.46573590279973,1.94591014905531,0,"Phasianus_colchicus","Phasianus_colchicus"
"Polyplectron bicalcaratum","Aves","GALLIFORMES","Phasianidae","Polyplectron","Polyplectron bicalcaratum","Galliformes","Phasianidae","Polyplectron",2,1,0,0,467.84,19.6,"Forest",1,"1","Herbivore","Omnivore",1095333.73,21.44,98.51,"否","杂食性","2-5","R",1,3.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.67009735094175,3.02529107579554,0.693147180559945,1.50407739677627,0.693147180559945,"Polyplectron_bicalcaratum","Polyplectron_bicalcaratum"
"Polyplectron katsumatae","Aves","GALLIFORMES","Phasianidae","Polyplectron","Polyplectron katsumatae","Galliformes","Phasianidae","Polyplectron",2,1,0,0,467.84,17.6,"NA",1,"1","Herbivore","Omnivore",2165.64,18.88,109.43,"是","杂食性","2-5","R",1,3.5,"Endemic","Resident_low","Omnivore","Non_forest",2.67009735094175,2.92316158071916,0.693147180559945,1.50407739677627,0.693147180559945,"Polyplectron_katsumatae","Polyplectron_katsumatae"
"Pucrasia macrolopha","Aves","GALLIFORMES","Phasianidae","Pucrasia","Pucrasia macrolopha","Galliformes","Phasianidae","Pucrasia",1,0,0,0,1050.47,28.8,"Forest",1,"1","Herbivore","Omnivore",1384088.5,31.24,106.55,"否","杂食性","6-9","R",21,7.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",3.02138365405706,3.39450839351136,3.09104245335832,2.14006616349627,0,"Pucrasia_macrolopha","Pucrasia_macrolopha"
"Syrmaticus ellioti","Aves","GALLIFORMES","Phasianidae","Syrmaticus","Syrmaticus ellioti","Galliformes","Phasianidae","Syrmaticus",4,3,0,0,1007.45,30,"Woodland",1,"1","Herbivore","Omnivore",470213.06,27.21,114.6,"是","杂食性","5-8","R",10,6.5,"Endemic","Resident_low","Omnivore","Forest_primary",3.00322350120229,3.43398720448515,2.39789527279837,2.01490302054226,1.38629436111989,"Syrmaticus_ellioti","Syrmaticus_ellioti"
"Syrmaticus humiae","Aves","GALLIFORMES","Phasianidae","Syrmaticus","Syrmaticus humiae","Galliformes","Phasianidae","Syrmaticus",4,3,1,1,873.35,29.7,"Forest",2,"1","Herbivore","Omnivore",405564.05,23.67,99.86,"否","杂食性","7-9","R",3,8,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.94118832458363,3.42426265459315,1.38629436111989,2.19722457733622,1.38629436111989,"Syrmaticus_humiae","Syrmaticus_humiae"
"Syrmaticus mikado","Aves","GALLIFORMES","Phasianidae","Syrmaticus","Syrmaticus mikado","Galliformes","Phasianidae","Syrmaticus",4,3,0,0,1148.69,23.7,"Forest",1,"1","Herbivore","Omnivore",13765.19,23.76,121.13,"是","杂食性","5-10","R",1,7.5,"Endemic","Resident_low","Omnivore","Forest_primary",3.06020284030325,3.20680324363393,0.693147180559945,2.14006616349627,1.38629436111989,"Syrmaticus_mikado","Syrmaticus_mikado"
"Syrmaticus reevesii","Aves","GALLIFORMES","Phasianidae","Syrmaticus","Syrmaticus reevesii","Galliformes","Phasianidae","Syrmaticus",4,3,1,1,1204.58,20.6,"Woodland",2,"1","Herbivore","Granivore",531855.88,30.57,107.63,"是","杂食性","8-12","R",10,10,"Endemic","Resident_low","Plant_seed","Forest_primary",3.08083564817397,3.07269331469012,2.39789527279837,2.39789527279837,1.38629436111989,"Syrmaticus_reevesii","Syrmaticus_reevesii"
"Tetrao urogallus","Aves","GALLIFORMES","Phasianidae","Tetrao","Tetrao urogallus","Galliformes","Phasianidae","Tetrao",2,1,0,0,2716.61,33.2,"Forest",2,"1","Herbivore","Herbivore terrestrial",11330230.84,59.49,69.35,"否","杂食性","7-9","R",1,8,"Non_endemic","Resident_low","Plant_seed","Forest_primary",3.43402729502253,3.53222564406856,0.693147180559945,2.19722457733622,0.693147180559945,"Tetrao_urogallus","Tetrao_urogallus"
"Tetraogallus altaicus","Aves","GALLIFORMES","Phasianidae","Tetraogallus","Tetraogallus altaicus","Galliformes","Phasianidae","Tetraogallus",3,2,0,0,2760.43,41.7,"Grassland",3,"1","Herbivore","Omnivore",819469.26,49.04,93.45,"否","杂食性","4-8","R",1,6,"Non_endemic","Resident_low","Omnivore","Non_forest",3.44097673861646,3.75419892023458,0.693147180559945,1.94591014905531,1.09861228866811,"Tetraogallus_altaicus","Tetraogallus_altaicus"
"Tetraogallus himalayensis","Aves","GALLIFORMES","Phasianidae","Tetraogallus","Tetraogallus himalayensis","Galliformes","Phasianidae","Tetraogallus",3,2,0,0,2428,39.5,"Grassland",3,"1","Herbivore","Herbivore terrestrial",1911759.79,38.18,79.51,"否","杂食性","5-8","R",4,6.5,"Non_endemic","Resident_low","Plant_seed","Non_forest",3.38524868240322,3.70130197411249,1.6094379124341,2.01490302054226,1.09861228866811,"Tetraogallus_himalayensis","Tetraogallus_himalayensis"
"Tetraogallus tibetanus","Aves","GALLIFORMES","Phasianidae","Tetraogallus","Tetraogallus tibetanus","Galliformes","Phasianidae","Tetraogallus",3,2,0,0,1488.87,43.2,"Grassland",3,"1","Herbivore","Herbivore terrestrial",1066992.69,33.54,89.36,"否","杂食性","4-7","R",6,5.5,"Non_endemic","Resident_low","Plant_seed","Non_forest",3.17285677918442,3.78872478908365,1.94591014905531,1.87180217690159,1.09861228866811,"Tetraogallus_tibetanus","Tetraogallus_tibetanus"
